UF,Ano,Grupo de idade,Total,Fonte,new_faixa,new_local
Santa Catarina,2001, 60-64,145952.0,IBGE,60,Santa Catarina
Santa Catarina,2001, 65-69,114323.0,IBGE,65,Santa Catarina
Santa Catarina,2001, 70-74,85040.0,IBGE,70,Santa Catarina
Santa Catarina,2001, 75-79,57148.0,IBGE,75,Santa Catarina
Santa Catarina,2001,80+,51168.0,IBGE,80,Santa Catarina
Rio Grande do Sul,2001, 05-09,885597.0,IBGE,5,Rio Grande do Sul
Rio Grande do Sul,2001, 10-14,906845.0,IBGE,10,Rio Grande do Sul
Rio Grande do Sul,2001, 15-19,940218.0,IBGE,15,Rio Grande do Sul
Rio Grande do Sul,2001, 20-24,890104.0,IBGE,20,Rio Grande do Sul
Rio Grande do Sul,2001, 25-29,788795.0,IBGE,25,Rio Grande do Sul
Rio Grande do Sul,2001, 30-34,787878.0,IBGE,30,Rio Grande do Sul
Rio Grande do Sul,2001, 35-39,815559.0,IBGE,35,Rio Grande do Sul
Rio Grande do Sul,2001, 40-44,759046.0,IBGE,40,Rio Grande do Sul
Rio Grande do Sul,2001, 45-49,657372.0,IBGE,45,Rio Grande do Sul
Rio Grande do Sul,2001, 50-54,539164.0,IBGE,50,Rio Grande do Sul
Rio Grande do Sul,2001, 55-59,420145.0,IBGE,55,Rio Grande do Sul
Rio Grande do Sul,2001, 60-64,340762.0,IBGE,60,Rio Grande do Sul
Rio Grande do Sul,2001, 65-69,276947.0,IBGE,65,Rio Grande do Sul
Rio Grande do Sul,2001, 70-74,214510.0,IBGE,70,Rio Grande do Sul
Rio Grande do Sul,2001, 75-79,146764.0,IBGE,75,Rio Grande do Sul
Rio Grande do Sul,2001,80+,139087.0,IBGE,80,Rio Grande do Sul
Mato Grosso do Sul,2001, 05-09,223175.0,IBGE,5,Mato Grosso do Sul
Mato Grosso do Sul,2001, 10-14,225443.0,IBGE,10,Mato Grosso do Sul
Mato Grosso do Sul,2001, 15-19,223647.0,IBGE,15,Mato Grosso do Sul
Mato Grosso do Sul,2001, 20-24,208686.0,IBGE,20,Mato Grosso do Sul
Mato Grosso do Sul,2001, 25-29,182743.0,IBGE,25,Mato Grosso do Sul
Mato Grosso do Sul,2001, 30-34,173175.0,IBGE,30,Mato Grosso do Sul
Mato Grosso do Sul,2001, 35-39,161649.0,IBGE,35,Mato Grosso do Sul
Mato Grosso do Sul,2001, 40-44,139746.0,IBGE,40,Mato Grosso do Sul
Mato Grosso do Sul,2001, 45-49,114685.0,IBGE,45,Mato Grosso do Sul
Mato Grosso do Sul,2001, 50-54,88364.0,IBGE,50,Mato Grosso do Sul
Mato Grosso do Sul,2001, 55-59,68973.0,IBGE,55,Mato Grosso do Sul
Mato Grosso do Sul,2001, 60-64,55765.0,IBGE,60,Mato Grosso do Sul
Mato Grosso do Sul,2001, 65-69,42641.0,IBGE,65,Mato Grosso do Sul
Mato Grosso do Sul,2001, 70-74,31118.0,IBGE,70,Mato Grosso do Sul
Mato Grosso do Sul,2001, 75-79,20820.0,IBGE,75,Mato Grosso do Sul
Mato Grosso do Sul,2001,80+,22459.0,IBGE,80,Mato Grosso do Sul
Mato Grosso,2001, 05-09,289490.0,IBGE,5,Mato Grosso
Mato Grosso,2001, 10-14,285685.0,IBGE,10,Mato Grosso
Mato Grosso,2001, 15-19,285345.0,IBGE,15,Mato Grosso
Mato Grosso,2001, 20-24,270866.0,IBGE,20,Mato Grosso
Mato Grosso,2001, 25-29,237363.0,IBGE,25,Mato Grosso
Mato Grosso,2001, 30-34,217020.0,IBGE,30,Mato Grosso
Mato Grosso,2001, 35-39,193807.0,IBGE,35,Mato Grosso
Mato Grosso,2001, 40-44,161663.0,IBGE,40,Mato Grosso
Mato Grosso,2001, 45-49,127767.0,IBGE,45,Mato Grosso
Mato Grosso,2001, 50-54,96002.0,IBGE,50,Mato Grosso
Mato Grosso,2001, 55-59,73036.0,IBGE,55,Mato Grosso
Mato Grosso,2001, 60-64,57289.0,IBGE,60,Mato Grosso
Mato Grosso,2001, 65-69,41032.0,IBGE,65,Mato Grosso
Mato Grosso,2001, 70-74,27765.0,IBGE,70,Mato Grosso
Mato Grosso,2001, 75-79,17385.0,IBGE,75,Mato Grosso
Mato Grosso,2001,80+,18422.0,IBGE,80,Mato Grosso
Goiás,2001, 05-09,520064.0,IBGE,5,Goiás
Goiás,2001, 10-14,516375.0,IBGE,10,Goiás
Goiás,2001, 15-19,527517.0,IBGE,15,Goiás
Goiás,2001, 20-24,519488.0,IBGE,20,Goiás
Goiás,2001, 25-29,471728.0,IBGE,25,Goiás
Goiás,2001, 30-34,431456.0,IBGE,30,Goiás
Goiás,2001, 35-39,388398.0,IBGE,35,Goiás
Goiás,2001, 40-44,331352.0,IBGE,40,Goiás
Goiás,2001, 45-49,268143.0,IBGE,45,Goiás
Goiás,2001, 50-54,210363.0,IBGE,50,Goiás
Goiás,2001, 55-59,164493.0,IBGE,55,Goiás
Goiás,2001, 60-64,133453.0,IBGE,60,Goiás
Goiás,2001, 65-69,98696.0,IBGE,65,Goiás
Goiás,2001, 70-74,69505.0,IBGE,70,Goiás
Goiás,2001, 75-79,45728.0,IBGE,75,Goiás
Goiás,2001,80+,47795.0,IBGE,80,Goiás
Distrito Federal,2001, 05-09,223750.0,IBGE,5,Distrito Federal
Distrito Federal,2001, 10-14,210640.0,IBGE,10,Distrito Federal
Distrito Federal,2001, 15-19,231059.0,IBGE,15,Distrito Federal
Distrito Federal,2001, 20-24,248443.0,IBGE,20,Distrito Federal
Distrito Federal,2001, 25-29,221296.0,IBGE,25,Distrito Federal
Distrito Federal,2001, 30-34,191823.0,IBGE,30,Distrito Federal
Distrito Federal,2001, 35-39,166771.0,IBGE,35,Distrito Federal
Distrito Federal,2001, 40-44,134576.0,IBGE,40,Distrito Federal
Distrito Federal,2001, 45-49,108725.0,IBGE,45,Distrito Federal
Distrito Federal,2001, 50-54,83752.0,IBGE,50,Distrito Federal
Distrito Federal,2001, 55-59,60452.0,IBGE,55,Distrito Federal
Distrito Federal,2001, 60-64,46959.0,IBGE,60,Distrito Federal
Distrito Federal,2001, 65-69,32572.0,IBGE,65,Distrito Federal
Distrito Federal,2001, 70-74,22088.0,IBGE,70,Distrito Federal
Distrito Federal,2001, 75-79,13868.0,IBGE,75,Distrito Federal
Distrito Federal,2001,80+,14074.0,IBGE,80,Distrito Federal
Brasil,2002, 05-09,17379924.0,IBGE,5,Brasil
Brasil,2002, 10-14,17382310.0,IBGE,10,Brasil
Brasil,2002, 15-19,17852790.0,IBGE,15,Brasil
Brasil,2002, 20-24,17170628.0,IBGE,20,Brasil
Brasil,2002, 25-29,14939841.0,IBGE,25,Brasil
Brasil,2002, 30-34,13661547.0,IBGE,30,Brasil
Brasil,2002, 35-39,12872622.0,IBGE,35,Brasil
Brasil,2002, 40-44,11441951.0,IBGE,40,Brasil
Brasil,2002, 45-49,9647563.0,IBGE,45,Brasil
Brasil,2002, 50-54,7812619.0,IBGE,50,Brasil
Brasil,2002, 55-59,6084116.0,IBGE,55,Brasil
Brasil,2002, 60-64,4903198.0,IBGE,60,Brasil
Brasil,2002, 65-69,3897847.0,IBGE,65,Brasil
Brasil,2002, 70-74,2979356.0,IBGE,70,Brasil
Brasil,2002, 75-79,2122355.0,IBGE,75,Brasil
Brasil,2002,80+,2173094.0,IBGE,80,Brasil
Norte,2002, 05-09,1715989.0,IBGE,5,Norte
Norte,2002, 10-14,1603527.0,IBGE,10,Norte
Norte,2002, 15-19,1551930.0,IBGE,15,Norte
Norte,2002, 20-24,1416567.0,IBGE,20,Norte
Norte,2002, 25-29,1178376.0,IBGE,25,Norte
Norte,2002, 30-34,986338.0,IBGE,30,Norte
Norte,2002, 35-39,842503.0,IBGE,35,Norte
Norte,2002, 40-44,706786.0,IBGE,40,Norte
Norte,2002, 45-49,569968.0,IBGE,45,Norte
Norte,2002, 50-54,435487.0,IBGE,50,Norte
Norte,2002, 55-59,332285.0,IBGE,55,Norte
Norte,2002, 60-64,261677.0,IBGE,60,Norte
Norte,2002, 65-69,198030.0,IBGE,65,Norte
Norte,2002, 70-74,142439.0,IBGE,70,Norte
Norte,2002, 75-79,97084.0,IBGE,75,Norte
Norte,2002,80+,116137.0,IBGE,80,Norte
Nordeste,2002, 05-09,5300990.0,IBGE,5,Nordeste
Nordeste,2002, 10-14,5356268.0,IBGE,10,Nordeste
Nordeste,2002, 15-19,5445523.0,IBGE,15,Nordeste
Nordeste,2002, 20-24,4910806.0,IBGE,20,Nordeste
Nordeste,2002, 25-29,4047383.0,IBGE,25,Nordeste
Nordeste,2002, 30-34,3568054.0,IBGE,30,Nordeste
Nordeste,2002, 35-39,3270324.0,IBGE,35,Nordeste
Nordeste,2002, 40-44,2761441.0,IBGE,40,Nordeste
Nordeste,2002, 45-49,2281015.0,IBGE,45,Nordeste
Nordeste,2002, 50-54,1926127.0,IBGE,50,Nordeste
Nordeste,2002, 55-59,1563518.0,IBGE,55,Nordeste
Nordeste,2002, 60-64,1298843.0,IBGE,60,Nordeste
Nordeste,2002, 65-69,1018129.0,IBGE,65,Nordeste
Nordeste,2002, 70-74,782458.0,IBGE,70,Nordeste
Nordeste,2002, 75-79,598348.0,IBGE,75,Nordeste
Nordeste,2002,80+,714093.0,IBGE,80,Nordeste
Sudeste,2002, 05-09,6757297.0,IBGE,5,Sudeste
Sudeste,2002, 10-14,6794431.0,IBGE,10,Sudeste
Sudeste,2002, 15-19,7153307.0,IBGE,15,Sudeste
Sudeste,2002, 20-24,7214408.0,IBGE,20,Sudeste
Sudeste,2002, 25-29,6476306.0,IBGE,25,Sudeste
Sudeste,2002, 30-34,6031590.0,IBGE,30,Sudeste
Sudeste,2002, 35-39,5792235.0,IBGE,35,Sudeste
Sudeste,2002, 40-44,5326499.0,IBGE,40,Sudeste
Sudeste,2002, 45-49,4575625.0,IBGE,45,Sudeste
Sudeste,2002, 50-54,3668244.0,IBGE,50,Sudeste
Sudeste,2002, 55-59,2812857.0,IBGE,55,Sudeste
Sudeste,2002, 60-64,2257242.0,IBGE,60,Sudeste
Sudeste,2002, 65-69,1832091.0,IBGE,65,Sudeste
Sudeste,2002, 70-74,1423697.0,IBGE,70,Sudeste
Sudeste,2002, 75-79,999730.0,IBGE,75,Sudeste
Sudeste,2002,80+,934872.0,IBGE,80,Sudeste
Sul,2002, 05-09,2342644.0,IBGE,5,Sul
Sul,2002, 10-14,2383948.0,IBGE,10,Sul
Sul,2002, 15-19,2427673.0,IBGE,15,Sul
Sul,2002, 20-24,2352254.0,IBGE,20,Sul
Sul,2002, 25-29,2093183.0,IBGE,25,Sul
Sul,2002, 30-34,2040181.0,IBGE,30,Sul
Sul,2002, 35-39,2031636.0,IBGE,35,Sul
Sul,2002, 40-44,1850292.0,IBGE,40,Sul
Sul,2002, 45-49,1573959.0,IBGE,45,Sul
Sul,2002, 50-54,1280176.0,IBGE,50,Sul
Sul,2002, 55-59,992900.0,IBGE,55,Sul
Sul,2002, 60-64,782926.0,IBGE,60,Sul
Sul,2002, 65-69,623702.0,IBGE,65,Sul
Sul,2002, 70-74,473877.0,IBGE,70,Sul
Sul,2002, 75-79,324742.0,IBGE,75,Sul
Sul,2002,80+,301090.0,IBGE,80,Sul
Centro-Oeste,2002, 05-09,1263004.0,IBGE,5,Centro-Oeste
Centro-Oeste,2002, 10-14,1244136.0,IBGE,10,Centro-Oeste
Centro-Oeste,2002, 15-19,1274357.0,IBGE,15,Centro-Oeste
Centro-Oeste,2002, 20-24,1276593.0,IBGE,20,Centro-Oeste
Centro-Oeste,2002, 25-29,1144593.0,IBGE,25,Centro-Oeste
Centro-Oeste,2002, 30-34,1035384.0,IBGE,30,Centro-Oeste
Centro-Oeste,2002, 35-39,935924.0,IBGE,35,Centro-Oeste
Centro-Oeste,2002, 40-44,796933.0,IBGE,40,Centro-Oeste
Centro-Oeste,2002, 45-49,646996.0,IBGE,45,Centro-Oeste
Centro-Oeste,2002, 50-54,502585.0,IBGE,50,Centro-Oeste
Centro-Oeste,2002, 55-59,382556.0,IBGE,55,Centro-Oeste
Centro-Oeste,2002, 60-64,302510.0,IBGE,60,Centro-Oeste
Centro-Oeste,2002, 65-69,225895.0,IBGE,65,Centro-Oeste
Centro-Oeste,2002, 70-74,156885.0,IBGE,70,Centro-Oeste
Centro-Oeste,2002, 75-79,102451.0,IBGE,75,Centro-Oeste
Centro-Oeste,2002,80+,106902.0,IBGE,80,Centro-Oeste
Rondônia,2002, 05-09,158537.0,IBGE,5,Rondônia
Rondônia,2002, 10-14,157427.0,IBGE,10,Rondônia
Rondônia,2002, 15-19,153667.0,IBGE,15,Rondônia
Rondônia,2002, 20-24,141066.0,IBGE,20,Rondônia
Rondônia,2002, 25-29,123665.0,IBGE,25,Rondônia
Rondônia,2002, 30-34,110745.0,IBGE,30,Rondônia
Rondônia,2002, 35-39,99271.0,IBGE,35,Rondônia
Rondônia,2002, 40-44,83448.0,IBGE,40,Rondônia
Rondônia,2002, 45-49,65425.0,IBGE,45,Rondônia
Rondônia,2002, 50-54,49144.0,IBGE,50,Rondônia
Rondônia,2002, 55-59,36578.0,IBGE,55,Rondônia
Rondônia,2002, 60-64,28377.0,IBGE,60,Rondônia
Rondônia,2002, 65-69,21244.0,IBGE,65,Rondônia
Rondônia,2002, 70-74,14596.0,IBGE,70,Rondônia
Rondônia,2002, 75-79,8981.0,IBGE,75,Rondônia
Rondônia,2002,80+,8066.0,IBGE,80,Rondônia
Acre,2002, 05-09,81448.0,IBGE,5,Acre
Acre,2002, 10-14,70113.0,IBGE,10,Acre
Acre,2002, 15-19,67725.0,IBGE,15,Acre
Acre,2002, 20-24,62539.0,IBGE,20,Acre
Acre,2002, 25-29,50994.0,IBGE,25,Acre
Acre,2002, 30-34,41558.0,IBGE,30,Acre
Acre,2002, 35-39,34919.0,IBGE,35,Acre
Acre,2002, 40-44,29173.0,IBGE,40,Acre
Acre,2002, 45-49,23698.0,IBGE,45,Acre
Acre,2002, 50-54,18437.0,IBGE,50,Acre
Acre,2002, 55-59,14192.0,IBGE,55,Acre
Acre,2002, 60-64,10909.0,IBGE,60,Acre
Acre,2002, 65-69,8194.0,IBGE,65,Acre
Acre,2002, 70-74,6368.0,IBGE,70,Acre
Acre,2002, 75-79,4700.0,IBGE,75,Acre
Acre,2002,80+,5189.0,IBGE,80,Acre
Amazonas,2002, 05-09,385127.0,IBGE,5,Amazonas
Amazonas,2002, 10-14,345675.0,IBGE,10,Amazonas
Amazonas,2002, 15-19,334277.0,IBGE,15,Amazonas
Amazonas,2002, 20-24,310783.0,IBGE,20,Amazonas
Amazonas,2002, 25-29,257562.0,IBGE,25,Amazonas
Amazonas,2002, 30-34,207914.0,IBGE,30,Amazonas
Amazonas,2002, 35-39,174730.0,IBGE,35,Amazonas
Amazonas,2002, 40-44,146177.0,IBGE,40,Amazonas
Amazonas,2002, 45-49,115571.0,IBGE,45,Amazonas
Amazonas,2002, 50-54,85815.0,IBGE,50,Amazonas
Amazonas,2002, 55-59,63965.0,IBGE,55,Amazonas
Amazonas,2002, 60-64,49907.0,IBGE,60,Amazonas
Amazonas,2002, 65-69,38270.0,IBGE,65,Amazonas
Amazonas,2002, 70-74,28317.0,IBGE,70,Amazonas
Amazonas,2002, 75-79,20202.0,IBGE,75,Amazonas
Amazonas,2002,80+,24450.0,IBGE,80,Amazonas
Roraima,2002, 05-09,49137.0,IBGE,5,Roraima
Roraima,2002, 10-14,42073.0,IBGE,10,Roraima
Roraima,2002, 15-19,39740.0,IBGE,15,Roraima
Roraima,2002, 20-24,36934.0,IBGE,20,Roraima
Roraima,2002, 25-29,30546.0,IBGE,25,Roraima
Roraima,2002, 30-34,25962.0,IBGE,30,Roraima
Roraima,2002, 35-39,22862.0,IBGE,35,Roraima
Roraima,2002, 40-44,18855.0,IBGE,40,Roraima
Roraima,2002, 45-49,14541.0,IBGE,45,Roraima
Roraima,2002, 50-54,10599.0,IBGE,50,Roraima
Roraima,2002, 55-59,7311.0,IBGE,55,Roraima
Roraima,2002, 60-64,5331.0,IBGE,60,Roraima
Roraima,2002, 65-69,3971.0,IBGE,65,Roraima
Roraima,2002, 70-74,2896.0,IBGE,70,Roraima
Roraima,2002, 75-79,2002.0,IBGE,75,Roraima
Roraima,2002,80+,2131.0,IBGE,80,Roraima
Pará,2002, 05-09,823195.0,IBGE,5,Pará
Pará,2002, 10-14,787481.0,IBGE,10,Pará
Pará,2002, 15-19,762926.0,IBGE,15,Pará
Pará,2002, 20-24,688501.0,IBGE,20,Pará
Pará,2002, 25-29,566469.0,IBGE,25,Pará
Pará,2002, 30-34,473184.0,IBGE,30,Pará
Pará,2002, 35-39,401351.0,IBGE,35,Pará
Pará,2002, 40-44,338765.0,IBGE,40,Pará
Pará,2002, 45-49,277131.0,IBGE,45,Pará
Pará,2002, 50-54,213916.0,IBGE,50,Pará
Pará,2002, 55-59,165854.0,IBGE,55,Pará
Pará,2002, 60-64,131372.0,IBGE,60,Pará
Pará,2002, 65-69,98673.0,IBGE,65,Pará
Pará,2002, 70-74,70292.0,IBGE,70,Pará
Pará,2002, 75-79,47580.0,IBGE,75,Pará
Pará,2002,80+,59592.0,IBGE,80,Pará
Amapá,2002, 05-09,74772.0,IBGE,5,Amapá
Amapá,2002, 10-14,64152.0,IBGE,10,Amapá
Amapá,2002, 15-19,60097.0,IBGE,15,Amapá
Amapá,2002, 20-24,54612.0,IBGE,20,Amapá
Amapá,2002, 25-29,46163.0,IBGE,25,Amapá
Amapá,2002, 30-34,38554.0,IBGE,30,Amapá
Amapá,2002, 35-39,31043.0,IBGE,35,Amapá
Amapá,2002, 40-44,24543.0,IBGE,40,Amapá
Amapá,2002, 45-49,19119.0,IBGE,45,Amapá
Amapá,2002, 50-54,13672.0,IBGE,50,Amapá
Amapá,2002, 55-59,10239.0,IBGE,55,Amapá
Amapá,2002, 60-64,7818.0,IBGE,60,Amapá
Amapá,2002, 65-69,5793.0,IBGE,65,Amapá
Amapá,2002, 70-74,4130.0,IBGE,70,Amapá
Amapá,2002, 75-79,2688.0,IBGE,75,Amapá
Amapá,2002,80+,4071.0,IBGE,80,Amapá
Tocantins,2002, 05-09,143773.0,IBGE,5,Tocantins
Tocantins,2002, 10-14,136606.0,IBGE,10,Tocantins
Tocantins,2002, 15-19,133498.0,IBGE,15,Tocantins
Tocantins,2002, 20-24,122132.0,IBGE,20,Tocantins
Tocantins,2002, 25-29,102977.0,IBGE,25,Tocantins
Tocantins,2002, 30-34,88421.0,IBGE,30,Tocantins
Tocantins,2002, 35-39,78327.0,IBGE,35,Tocantins
Tocantins,2002, 40-44,65825.0,IBGE,40,Tocantins
Tocantins,2002, 45-49,54483.0,IBGE,45,Tocantins
Tocantins,2002, 50-54,43904.0,IBGE,50,Tocantins
Tocantins,2002, 55-59,34146.0,IBGE,55,Tocantins
Tocantins,2002, 60-64,27963.0,IBGE,60,Tocantins
Tocantins,2002, 65-69,21885.0,IBGE,65,Tocantins
Tocantins,2002, 70-74,15840.0,IBGE,70,Tocantins
Tocantins,2002, 75-79,10931.0,IBGE,75,Tocantins
Tocantins,2002,80+,12638.0,IBGE,80,Tocantins
Maranhão,2002, 05-09,721165.0,IBGE,5,Maranhão
Maranhão,2002, 10-14,723430.0,IBGE,10,Maranhão
Maranhão,2002, 15-19,712419.0,IBGE,15,Maranhão
Maranhão,2002, 20-24,601822.0,IBGE,20,Maranhão
Maranhão,2002, 25-29,461439.0,IBGE,25,Maranhão
Maranhão,2002, 30-34,390609.0,IBGE,30,Maranhão
Maranhão,2002, 35-39,346736.0,IBGE,35,Maranhão
Maranhão,2002, 40-44,294054.0,IBGE,40,Maranhão
Maranhão,2002, 45-49,249411.0,IBGE,45,Maranhão
Maranhão,2002, 50-54,205380.0,IBGE,50,Maranhão
Maranhão,2002, 55-59,165786.0,IBGE,55,Maranhão
Maranhão,2002, 60-64,139478.0,IBGE,60,Maranhão
Maranhão,2002, 65-69,108974.0,IBGE,65,Maranhão
Maranhão,2002, 70-74,78836.0,IBGE,70,Maranhão
Maranhão,2002, 75-79,55422.0,IBGE,75,Maranhão
Maranhão,2002,80+,73082.0,IBGE,80,Maranhão
Piauí,2002, 05-09,310715.0,IBGE,5,Piauí
Piauí,2002, 10-14,327899.0,IBGE,10,Piauí
Piauí,2002, 15-19,337040.0,IBGE,15,Piauí
Piauí,2002, 20-24,294992.0,IBGE,20,Piauí
Piauí,2002, 25-29,237218.0,IBGE,25,Piauí
Piauí,2002, 30-34,205133.0,IBGE,30,Piauí
Piauí,2002, 35-39,192212.0,IBGE,35,Piauí
Piauí,2002, 40-44,162198.0,IBGE,40,Piauí
Piauí,2002, 45-49,137115.0,IBGE,45,Piauí
Piauí,2002, 50-54,117381.0,IBGE,50,Piauí
Piauí,2002, 55-59,95317.0,IBGE,55,Piauí
Piauí,2002, 60-64,79195.0,IBGE,60,Piauí
Piauí,2002, 65-69,62776.0,IBGE,65,Piauí
Piauí,2002, 70-74,48214.0,IBGE,70,Piauí
Piauí,2002, 75-79,35528.0,IBGE,75,Piauí
Piauí,2002,80+,38726.0,IBGE,80,Piauí
Ceará,2002, 05-09,861581.0,IBGE,5,Ceará
Ceará,2002, 10-14,863604.0,IBGE,10,Ceará
Ceará,2002, 15-19,835215.0,IBGE,15,Ceará
Ceará,2002, 20-24,738695.0,IBGE,20,Ceará
Ceará,2002, 25-29,622807.0,IBGE,25,Ceará
Ceará,2002, 30-34,567083.0,IBGE,30,Ceará
Ceará,2002, 35-39,529300.0,IBGE,35,Ceará
Ceará,2002, 40-44,435057.0,IBGE,40,Ceará
Ceará,2002, 45-49,355106.0,IBGE,45,Ceará
Ceará,2002, 50-54,307945.0,IBGE,50,Ceará
Ceará,2002, 55-59,250008.0,IBGE,55,Ceará
Ceará,2002, 60-64,213649.0,IBGE,60,Ceará
Ceará,2002, 65-69,170627.0,IBGE,65,Ceará
Ceará,2002, 70-74,133781.0,IBGE,70,Ceará
Ceará,2002, 75-79,105533.0,IBGE,75,Ceará
Ceará,2002,80+,114834.0,IBGE,80,Ceará
Rio Grande do Norte,2002, 05-09,298159.0,IBGE,5,Rio Grande do Norte
Rio Grande do Norte,2002, 10-14,302830.0,IBGE,10,Rio Grande do Norte
Rio Grande do Norte,2002, 15-19,307694.0,IBGE,15,Rio Grande do Norte
Rio Grande do Norte,2002, 20-24,279074.0,IBGE,20,Rio Grande do Norte
Rio Grande do Norte,2002, 25-29,236159.0,IBGE,25,Rio Grande do Norte
Rio Grande do Norte,2002, 30-34,216911.0,IBGE,30,Rio Grande do Norte
Rio Grande do Norte,2002, 35-39,205507.0,IBGE,35,Rio Grande do Norte
Rio Grande do Norte,2002, 40-44,169577.0,IBGE,40,Rio Grande do Norte
Rio Grande do Norte,2002, 45-49,133242.0,IBGE,45,Rio Grande do Norte
Rio Grande do Norte,2002, 50-54,115737.0,IBGE,50,Rio Grande do Norte
Rio Grande do Norte,2002, 55-59,94371.0,IBGE,55,Rio Grande do Norte
Rio Grande do Norte,2002, 60-64,77972.0,IBGE,60,Rio Grande do Norte
Rio Grande do Norte,2002, 65-69,61080.0,IBGE,65,Rio Grande do Norte
Rio Grande do Norte,2002, 70-74,48703.0,IBGE,70,Rio Grande do Norte
Rio Grande do Norte,2002, 75-79,40541.0,IBGE,75,Rio Grande do Norte
Rio Grande do Norte,2002,80+,48104.0,IBGE,80,Rio Grande do Norte
Paraíba,2002, 05-09,354434.0,IBGE,5,Paraíba
Paraíba,2002, 10-14,367562.0,IBGE,10,Paraíba
Paraíba,2002, 15-19,373735.0,IBGE,15,Paraíba
Paraíba,2002, 20-24,337517.0,IBGE,20,Paraíba
Paraíba,2002, 25-29,283264.0,IBGE,25,Paraíba
Paraíba,2002, 30-34,254230.0,IBGE,30,Paraíba
Paraíba,2002, 35-39,239077.0,IBGE,35,Paraíba
Paraíba,2002, 40-44,197971.0,IBGE,40,Paraíba
Paraíba,2002, 45-49,165282.0,IBGE,45,Paraíba
Paraíba,2002, 50-54,146405.0,IBGE,50,Paraíba
Paraíba,2002, 55-59,122674.0,IBGE,55,Paraíba
Paraíba,2002, 60-64,106142.0,IBGE,60,Paraíba
Paraíba,2002, 65-69,83915.0,IBGE,65,Paraíba
Paraíba,2002, 70-74,65584.0,IBGE,70,Paraíba
Paraíba,2002, 75-79,53774.0,IBGE,75,Paraíba
Paraíba,2002,80+,67652.0,IBGE,80,Paraíba
Pernambuco,2002, 05-09,834061.0,IBGE,5,Pernambuco
Pernambuco,2002, 10-14,847586.0,IBGE,10,Pernambuco
Pernambuco,2002, 15-19,868311.0,IBGE,15,Pernambuco
Pernambuco,2002, 20-24,810690.0,IBGE,20,Pernambuco
Pernambuco,2002, 25-29,697441.0,IBGE,25,Pernambuco
Pernambuco,2002, 30-34,615491.0,IBGE,30,Pernambuco
Pernambuco,2002, 35-39,560236.0,IBGE,35,Pernambuco
Pernambuco,2002, 40-44,480377.0,IBGE,40,Pernambuco
Pernambuco,2002, 45-49,398697.0,IBGE,45,Pernambuco
Pernambuco,2002, 50-54,337689.0,IBGE,50,Pernambuco
Pernambuco,2002, 55-59,274925.0,IBGE,55,Pernambuco
Pernambuco,2002, 60-64,228084.0,IBGE,60,Pernambuco
Pernambuco,2002, 65-69,177578.0,IBGE,65,Pernambuco
Pernambuco,2002, 70-74,135831.0,IBGE,70,Pernambuco
Pernambuco,2002, 75-79,104043.0,IBGE,75,Pernambuco
Pernambuco,2002,80+,117817.0,IBGE,80,Pernambuco
Alagoas,2002, 05-09,342878.0,IBGE,5,Alagoas
Alagoas,2002, 10-14,322704.0,IBGE,10,Alagoas
Alagoas,2002, 15-19,318187.0,IBGE,15,Alagoas
Alagoas,2002, 20-24,286434.0,IBGE,20,Alagoas
Alagoas,2002, 25-29,239034.0,IBGE,25,Alagoas
Alagoas,2002, 30-34,209506.0,IBGE,30,Alagoas
Alagoas,2002, 35-39,186745.0,IBGE,35,Alagoas
Alagoas,2002, 40-44,155389.0,IBGE,40,Alagoas
Alagoas,2002, 45-49,129820.0,IBGE,45,Alagoas
Alagoas,2002, 50-54,107196.0,IBGE,50,Alagoas
Alagoas,2002, 55-59,84774.0,IBGE,55,Alagoas
Alagoas,2002, 60-64,67148.0,IBGE,60,Alagoas
Alagoas,2002, 65-69,50666.0,IBGE,65,Alagoas
Alagoas,2002, 70-74,37707.0,IBGE,70,Alagoas
Alagoas,2002, 75-79,27115.0,IBGE,75,Alagoas
Alagoas,2002,80+,34757.0,IBGE,80,Alagoas
Sergipe,2002, 05-09,204952.0,IBGE,5,Sergipe
Sergipe,2002, 10-14,201215.0,IBGE,10,Sergipe
Sergipe,2002, 15-19,202803.0,IBGE,15,Sergipe
Sergipe,2002, 20-24,187279.0,IBGE,20,Sergipe
Sergipe,2002, 25-29,158538.0,IBGE,25,Sergipe
Sergipe,2002, 30-34,142436.0,IBGE,30,Sergipe
Sergipe,2002, 35-39,127504.0,IBGE,35,Sergipe
Sergipe,2002, 40-44,103714.0,IBGE,40,Sergipe
Sergipe,2002, 45-49,83794.0,IBGE,45,Sergipe
Sergipe,2002, 50-54,68850.0,IBGE,50,Sergipe
Sergipe,2002, 55-59,54352.0,IBGE,55,Sergipe
Sergipe,2002, 60-64,42920.0,IBGE,60,Sergipe
Sergipe,2002, 65-69,33297.0,IBGE,65,Sergipe
Sergipe,2002, 70-74,25715.0,IBGE,70,Sergipe
Sergipe,2002, 75-79,19302.0,IBGE,75,Sergipe
Sergipe,2002,80+,23930.0,IBGE,80,Sergipe
Bahia,2002, 05-09,1373045.0,IBGE,5,Bahia
Bahia,2002, 10-14,1399438.0,IBGE,10,Bahia
Bahia,2002, 15-19,1490119.0,IBGE,15,Bahia
Bahia,2002, 20-24,1374303.0,IBGE,20,Bahia
