UF,Ano,Grupo de idade,Total,Fonte,new_faixa,new_local
Brasil,2000, 05-09,17378990.0,IBGE,5,Brasil
Brasil,2000, 10-14,17599378.0,IBGE,10,Brasil
Brasil,2000, 15-19,17831344.0,IBGE,15,Brasil
Brasil,2000, 20-24,16402228.0,IBGE,20,Brasil
Brasil,2000, 25-29,14351864.0,IBGE,25,Brasil
Brasil,2000, 30-34,13422239.0,IBGE,30,Brasil
Brasil,2000, 35-39,12466693.0,IBGE,35,Brasil
Brasil,2000, 40-44,10836458.0,IBGE,40,Brasil
Brasil,2000, 45-49,9013717.0,IBGE,45,Brasil
Brasil,2000, 50-54,7227689.0,IBGE,50,Brasil
Brasil,2000, 55-59,5653867.0,IBGE,55,Brasil
Brasil,2000, 60-64,4702598.0,IBGE,60,Brasil
Brasil,2000, 65-69,3678357.0,IBGE,65,Brasil
Brasil,2000, 70-74,2861050.0,IBGE,70,Brasil
Brasil,2000, 75-79,1955661.0,IBGE,75,Brasil
Brasil,2000,80+,2032255.0,IBGE,80,Brasil
Norte,2000, 05-09,1671116.0,IBGE,5,Norte
Norte,2000, 10-14,1583134.0,IBGE,10,Norte
Norte,2000, 15-19,1516049.0,IBGE,15,Norte
Norte,2000, 20-24,1329612.0,IBGE,20,Norte
Norte,2000, 25-29,1095743.0,IBGE,25,Norte
Norte,2000, 30-34,928560.0,IBGE,30,Norte
Norte,2000, 35-39,791810.0,IBGE,35,Norte
Norte,2000, 40-44,658444.0,IBGE,40,Norte
Norte,2000, 45-49,521102.0,IBGE,45,Norte
Norte,2000, 50-54,395092.0,IBGE,50,Norte
Norte,2000, 55-59,309747.0,IBGE,55,Norte
Norte,2000, 60-64,245366.0,IBGE,60,Norte
Norte,2000, 65-69,184074.0,IBGE,65,Norte
Norte,2000, 70-74,133523.0,IBGE,70,Norte
Norte,2000, 75-79,92288.0,IBGE,75,Norte
Norte,2000,80+,111595.0,IBGE,80,Norte
Nordeste,2000, 05-09,5347876.0,IBGE,5,Nordeste
Nordeste,2000, 10-14,5483145.0,IBGE,10,Nordeste
Nordeste,2000, 15-19,5424682.0,IBGE,15,Nordeste
Nordeste,2000, 20-24,4660205.0,IBGE,20,Nordeste
Nordeste,2000, 25-29,3855697.0,IBGE,25,Nordeste
Nordeste,2000, 30-34,3486396.0,IBGE,30,Nordeste
Nordeste,2000, 35-39,3121952.0,IBGE,35,Nordeste
Nordeste,2000, 40-44,2577252.0,IBGE,40,Nordeste
Nordeste,2000, 45-49,2160316.0,IBGE,45,Nordeste
Nordeste,2000, 50-54,1824043.0,IBGE,50,Nordeste
Nordeste,2000, 55-59,1469527.0,IBGE,55,Nordeste
Nordeste,2000, 60-64,1252001.0,IBGE,60,Nordeste
Nordeste,2000, 65-69,947364.0,IBGE,65,Nordeste
Nordeste,2000, 70-74,772200.0,IBGE,70,Nordeste
Nordeste,2000, 75-79,576313.0,IBGE,75,Nordeste
Nordeste,2000,80+,675989.0,IBGE,80,Nordeste
Sudeste,2000, 05-09,6749000.0,IBGE,5,Sudeste
Sudeste,2000, 10-14,6893967.0,IBGE,10,Sudeste
Sudeste,2000, 15-19,7204538.0,IBGE,15,Sudeste
Sudeste,2000, 20-24,6940721.0,IBGE,20,Sudeste
Sudeste,2000, 25-29,6258030.0,IBGE,25,Sudeste
Sudeste,2000, 30-34,5961427.0,IBGE,30,Sudeste
Sudeste,2000, 35-39,5676728.0,IBGE,35,Sudeste
Sudeste,2000, 40-44,5108720.0,IBGE,40,Sudeste
Sudeste,2000, 45-49,4267389.0,IBGE,45,Sudeste
Sudeste,2000, 50-54,3372420.0,IBGE,50,Sudeste
Sudeste,2000, 55-59,2605003.0,IBGE,55,Sudeste
Sudeste,2000, 60-64,2176064.0,IBGE,60,Sudeste
Sudeste,2000, 65-69,1748439.0,IBGE,65,Sudeste
Sudeste,2000, 70-74,1362451.0,IBGE,70,Sudeste
Sudeste,2000, 75-79,898606.0,IBGE,75,Sudeste
Sudeste,2000,80+,866087.0,IBGE,80,Sudeste
Sul,2000, 05-09,2364416.0,IBGE,5,Sul
Sul,2000, 10-14,2405097.0,IBGE,10,Sul
Sul,2000, 15-19,2427536.0,IBGE,15,Sul
Sul,2000, 20-24,2259724.0,IBGE,20,Sul
Sul,2000, 25-29,2057481.0,IBGE,25,Sul
Sul,2000, 30-34,2053620.0,IBGE,30,Sul
Sul,2000, 35-39,1992978.0,IBGE,35,Sul
Sul,2000, 40-44,1754217.0,IBGE,40,Sul
Sul,2000, 45-49,1473091.0,IBGE,45,Sul
Sul,2000, 50-54,1180368.0,IBGE,50,Sul
Sul,2000, 55-59,916428.0,IBGE,55,Sul
Sul,2000, 60-64,745512.0,IBGE,60,Sul
Sul,2000, 65-69,593620.0,IBGE,65,Sul
Sul,2000, 70-74,448669.0,IBGE,70,Sul
Sul,2000, 75-79,294715.0,IBGE,75,Sul
Sul,2000,80+,280098.0,IBGE,80,Sul
Centro-Oeste,2000, 05-09,1246582.0,IBGE,5,Centro-Oeste
Centro-Oeste,2000, 10-14,1234035.0,IBGE,10,Centro-Oeste
Centro-Oeste,2000, 15-19,1258539.0,IBGE,15,Centro-Oeste
Centro-Oeste,2000, 20-24,1211966.0,IBGE,20,Centro-Oeste
Centro-Oeste,2000, 25-29,1084913.0,IBGE,25,Centro-Oeste
Centro-Oeste,2000, 30-34,992236.0,IBGE,30,Centro-Oeste
Centro-Oeste,2000, 35-39,883225.0,IBGE,35,Centro-Oeste
Centro-Oeste,2000, 40-44,737825.0,IBGE,40,Centro-Oeste
Centro-Oeste,2000, 45-49,591819.0,IBGE,45,Centro-Oeste
Centro-Oeste,2000, 50-54,455766.0,IBGE,50,Centro-Oeste
Centro-Oeste,2000, 55-59,353162.0,IBGE,55,Centro-Oeste
Centro-Oeste,2000, 60-64,283655.0,IBGE,60,Centro-Oeste
Centro-Oeste,2000, 65-69,204860.0,IBGE,65,Centro-Oeste
Centro-Oeste,2000, 70-74,144207.0,IBGE,70,Centro-Oeste
Centro-Oeste,2000, 75-79,93739.0,IBGE,75,Centro-Oeste
Centro-Oeste,2000,80+,98486.0,IBGE,80,Centro-Oeste
Rondônia,2000, 05-09,159679.0,IBGE,5,Rondônia
Rondônia,2000, 10-14,158052.0,IBGE,10,Rondônia
Rondônia,2000, 15-19,151129.0,IBGE,15,Rondônia
Rondônia,2000, 20-24,135179.0,IBGE,20,Rondônia
Rondônia,2000, 25-29,118777.0,IBGE,25,Rondônia
Rondônia,2000, 30-34,107554.0,IBGE,30,Rondônia
Rondônia,2000, 35-39,94744.0,IBGE,35,Rondônia
Rondônia,2000, 40-44,77324.0,IBGE,40,Rondônia
Rondônia,2000, 45-49,59721.0,IBGE,45,Rondônia
Rondônia,2000, 50-54,44611.0,IBGE,50,Rondônia
Rondônia,2000, 55-59,33867.0,IBGE,55,Rondônia
Rondônia,2000, 60-64,26891.0,IBGE,60,Rondônia
Rondônia,2000, 65-69,19609.0,IBGE,65,Rondônia
Rondônia,2000, 70-74,13458.0,IBGE,70,Rondônia
Rondônia,2000, 75-79,8142.0,IBGE,75,Rondônia
Rondônia,2000,80+,7420.0,IBGE,80,Rondônia
Acre,2000, 05-09,76385.0,IBGE,5,Acre
Acre,2000, 10-14,68230.0,IBGE,10,Acre
Acre,2000, 15-19,66035.0,IBGE,15,Acre
Acre,2000, 20-24,57784.0,IBGE,20,Acre
Acre,2000, 25-29,46431.0,IBGE,25,Acre
Acre,2000, 30-34,38434.0,IBGE,30,Acre
Acre,2000, 35-39,32423.0,IBGE,35,Acre
Acre,2000, 40-44,27056.0,IBGE,40,Acre
Acre,2000, 45-49,21610.0,IBGE,45,Acre
Acre,2000, 50-54,16724.0,IBGE,50,Acre
Acre,2000, 55-59,13068.0,IBGE,55,Acre
Acre,2000, 60-64,10022.0,IBGE,60,Acre
Acre,2000, 65-69,7633.0,IBGE,65,Acre
Acre,2000, 70-74,6171.0,IBGE,70,Acre
Acre,2000, 75-79,4342.0,IBGE,75,Acre
Acre,2000,80+,4921.0,IBGE,80,Acre
Amazonas,2000, 05-09,368916.0,IBGE,5,Amazonas
Amazonas,2000, 10-14,338215.0,IBGE,10,Amazonas
Amazonas,2000, 15-19,327071.0,IBGE,15,Amazonas
Amazonas,2000, 20-24,291276.0,IBGE,20,Amazonas
Amazonas,2000, 25-29,236410.0,IBGE,25,Amazonas
Amazonas,2000, 30-34,193822.0,IBGE,30,Amazonas
Amazonas,2000, 35-39,164166.0,IBGE,35,Amazonas
Amazonas,2000, 40-44,135247.0,IBGE,40,Amazonas
Amazonas,2000, 45-49,104590.0,IBGE,45,Amazonas
Amazonas,2000, 50-54,76928.0,IBGE,50,Amazonas
Amazonas,2000, 55-59,59384.0,IBGE,55,Amazonas
Amazonas,2000, 60-64,46916.0,IBGE,60,Amazonas
Amazonas,2000, 65-69,36067.0,IBGE,65,Amazonas
Amazonas,2000, 70-74,26899.0,IBGE,70,Amazonas
Amazonas,2000, 75-79,19590.0,IBGE,75,Amazonas
Amazonas,2000,80+,23478.0,IBGE,80,Amazonas
Roraima,2000, 05-09,44914.0,IBGE,5,Roraima
Roraima,2000, 10-14,39328.0,IBGE,10,Roraima
Roraima,2000, 15-19,37445.0,IBGE,15,Roraima
Roraima,2000, 20-24,33447.0,IBGE,20,Roraima
Roraima,2000, 25-29,27623.0,IBGE,25,Roraima
Roraima,2000, 30-34,24123.0,IBGE,30,Roraima
Roraima,2000, 35-39,21001.0,IBGE,35,Roraima
Roraima,2000, 40-44,16896.0,IBGE,40,Roraima
Roraima,2000, 45-49,12831.0,IBGE,45,Roraima
Roraima,2000, 50-54,9069.0,IBGE,50,Roraima
Roraima,2000, 55-59,6381.0,IBGE,55,Roraima
Roraima,2000, 60-64,4870.0,IBGE,60,Roraima
Roraima,2000, 65-69,3611.0,IBGE,65,Roraima
Roraima,2000, 70-74,2721.0,IBGE,70,Roraima
Roraima,2000, 75-79,1853.0,IBGE,75,Roraima
Roraima,2000,80+,1926.0,IBGE,80,Roraima
Pará,2000, 05-09,811251.0,IBGE,5,Pará
Pará,2000, 10-14,783255.0,IBGE,10,Pará
Pará,2000, 15-19,747042.0,IBGE,15,Pará
Pará,2000, 20-24,647165.0,IBGE,20,Pará
Pará,2000, 25-29,528917.0,IBGE,25,Pará
Pará,2000, 30-34,446274.0,IBGE,30,Pará
Pará,2000, 35-39,378437.0,IBGE,35,Pará
Pará,2000, 40-44,318731.0,IBGE,40,Pará
Pará,2000, 45-49,254696.0,IBGE,45,Pará
Pará,2000, 50-54,195521.0,IBGE,50,Pará
Pará,2000, 55-59,155722.0,IBGE,55,Pará
Pará,2000, 60-64,122991.0,IBGE,60,Pará
Pará,2000, 65-69,91548.0,IBGE,65,Pará
Pará,2000, 70-74,65690.0,IBGE,70,Pará
Pará,2000, 75-79,45459.0,IBGE,75,Pará
Pará,2000,80+,57680.0,IBGE,80,Pará
Amapá,2000, 05-09,69300.0,IBGE,5,Amapá
Amapá,2000, 10-14,60162.0,IBGE,10,Amapá
Amapá,2000, 15-19,56015.0,IBGE,15,Amapá
Amapá,2000, 20-24,49430.0,IBGE,20,Amapá
Amapá,2000, 25-29,41389.0,IBGE,25,Amapá
Amapá,2000, 30-34,34441.0,IBGE,30,Amapá
Amapá,2000, 35-39,27672.0,IBGE,35,Amapá
Amapá,2000, 40-44,22026.0,IBGE,40,Amapá
Amapá,2000, 45-49,16771.0,IBGE,45,Amapá
Amapá,2000, 50-54,11950.0,IBGE,50,Amapá
Amapá,2000, 55-59,9422.0,IBGE,55,Amapá
Amapá,2000, 60-64,7031.0,IBGE,60,Amapá
Amapá,2000, 65-69,5362.0,IBGE,65,Amapá
Amapá,2000, 70-74,3722.0,IBGE,70,Amapá
Amapá,2000, 75-79,2539.0,IBGE,75,Amapá
Amapá,2000,80+,4157.0,IBGE,80,Amapá
Tocantins,2000, 05-09,140671.0,IBGE,5,Tocantins
Tocantins,2000, 10-14,135892.0,IBGE,10,Tocantins
Tocantins,2000, 15-19,131312.0,IBGE,15,Tocantins
Tocantins,2000, 20-24,115331.0,IBGE,20,Tocantins
Tocantins,2000, 25-29,96196.0,IBGE,25,Tocantins
Tocantins,2000, 30-34,83912.0,IBGE,30,Tocantins
Tocantins,2000, 35-39,73367.0,IBGE,35,Tocantins
Tocantins,2000, 40-44,61164.0,IBGE,40,Tocantins
Tocantins,2000, 45-49,50883.0,IBGE,45,Tocantins
Tocantins,2000, 50-54,40289.0,IBGE,50,Tocantins
Tocantins,2000, 55-59,31903.0,IBGE,55,Tocantins
Tocantins,2000, 60-64,26645.0,IBGE,60,Tocantins
Tocantins,2000, 65-69,20244.0,IBGE,65,Tocantins
Tocantins,2000, 70-74,14862.0,IBGE,70,Tocantins
Tocantins,2000, 75-79,10363.0,IBGE,75,Tocantins
Tocantins,2000,80+,12013.0,IBGE,80,Tocantins
Maranhão,2000, 05-09,727525.0,IBGE,5,Maranhão
Maranhão,2000, 10-14,738663.0,IBGE,10,Maranhão
Maranhão,2000, 15-19,698420.0,IBGE,15,Maranhão
Maranhão,2000, 20-24,558704.0,IBGE,20,Maranhão
Maranhão,2000, 25-29,433477.0,IBGE,25,Maranhão
Maranhão,2000, 30-34,378286.0,IBGE,30,Maranhão
Maranhão,2000, 35-39,331499.0,IBGE,35,Maranhão
Maranhão,2000, 40-44,279024.0,IBGE,40,Maranhão
Maranhão,2000, 45-49,237499.0,IBGE,45,Maranhão
Maranhão,2000, 50-54,192262.0,IBGE,50,Maranhão
Maranhão,2000, 55-59,158870.0,IBGE,55,Maranhão
Maranhão,2000, 60-64,134509.0,IBGE,60,Maranhão
Maranhão,2000, 65-69,101559.0,IBGE,65,Maranhão
Maranhão,2000, 70-74,74173.0,IBGE,70,Maranhão
Maranhão,2000, 75-79,55043.0,IBGE,75,Maranhão
Maranhão,2000,80+,68690.0,IBGE,80,Maranhão
Piauí,2000, 05-09,317507.0,IBGE,5,Piauí
Piauí,2000, 10-14,339383.0,IBGE,10,Piauí
Piauí,2000, 15-19,335504.0,IBGE,15,Piauí
Piauí,2000, 20-24,279051.0,IBGE,20,Piauí
Piauí,2000, 25-29,224235.0,IBGE,25,Piauí
Piauí,2000, 30-34,201771.0,IBGE,30,Piauí
Piauí,2000, 35-39,183428.0,IBGE,35,Piauí
Piauí,2000, 40-44,152141.0,IBGE,40,Piauí
Piauí,2000, 45-49,130973.0,IBGE,45,Piauí
Piauí,2000, 50-54,110767.0,IBGE,50,Piauí
Piauí,2000, 55-59,89548.0,IBGE,55,Piauí
Piauí,2000, 60-64,76321.0,IBGE,60,Piauí
Piauí,2000, 65-69,58964.0,IBGE,65,Piauí
Piauí,2000, 70-74,46975.0,IBGE,70,Piauí
Piauí,2000, 75-79,33663.0,IBGE,75,Piauí
Piauí,2000,80+,36679.0,IBGE,80,Piauí
Ceará,2000, 05-09,868354.0,IBGE,5,Ceará
Ceará,2000, 10-14,862632.0,IBGE,10,Ceará
Ceará,2000, 15-19,815482.0,IBGE,15,Ceará
Ceará,2000, 20-24,698715.0,IBGE,20,Ceará
Ceará,2000, 25-29,597404.0,IBGE,25,Ceará
Ceará,2000, 30-34,557534.0,IBGE,30,Ceará
Ceará,2000, 35-39,501656.0,IBGE,35,Ceará
Ceará,2000, 40-44,398149.0,IBGE,40,Ceará
Ceará,2000, 45-49,339465.0,IBGE,45,Ceará
Ceará,2000, 50-54,291754.0,IBGE,50,Ceará
Ceará,2000, 55-59,234021.0,IBGE,55,Ceará
Ceará,2000, 60-64,208562.0,IBGE,60,Ceará
Ceará,2000, 65-69,157169.0,IBGE,65,Ceará
Ceará,2000, 70-74,134243.0,IBGE,70,Ceará
Ceará,2000, 75-79,100086.0,IBGE,75,Ceará
Ceará,2000,80+,106349.0,IBGE,80,Ceará
Rio Grande do Norte,2000, 05-09,300071.0,IBGE,5,Rio Grande do Norte
Rio Grande do Norte,2000, 10-14,306866.0,IBGE,10,Rio Grande do Norte
Rio Grande do Norte,2000, 15-19,302022.0,IBGE,15,Rio Grande do Norte
Rio Grande do Norte,2000, 20-24,263111.0,IBGE,20,Rio Grande do Norte
Rio Grande do Norte,2000, 25-29,226453.0,IBGE,25,Rio Grande do Norte
Rio Grande do Norte,2000, 30-34,214041.0,IBGE,30,Rio Grande do Norte
Rio Grande do Norte,2000, 35-39,194808.0,IBGE,35,Rio Grande do Norte
Rio Grande do Norte,2000, 40-44,153285.0,IBGE,40,Rio Grande do Norte
Rio Grande do Norte,2000, 45-49,125034.0,IBGE,45,Rio Grande do Norte
Rio Grande do Norte,2000, 50-54,111031.0,IBGE,50,Rio Grande do Norte
Rio Grande do Norte,2000, 55-59,86828.0,IBGE,55,Rio Grande do Norte
Rio Grande do Norte,2000, 60-64,75417.0,IBGE,60,Rio Grande do Norte
Rio Grande do Norte,2000, 65-69,56140.0,IBGE,65,Rio Grande do Norte
Rio Grande do Norte,2000, 70-74,49903.0,IBGE,70,Rio Grande do Norte
Rio Grande do Norte,2000, 75-79,39701.0,IBGE,75,Rio Grande do Norte
Rio Grande do Norte,2000,80+,45205.0,IBGE,80,Rio Grande do Norte
Paraíba,2000, 05-09,361365.0,IBGE,5,Paraíba
Paraíba,2000, 10-14,377184.0,IBGE,10,Paraíba
Paraíba,2000, 15-19,373353.0,IBGE,15,Paraíba
Paraíba,2000, 20-24,322954.0,IBGE,20,Paraíba
Paraíba,2000, 25-29,271371.0,IBGE,25,Paraíba
Paraíba,2000, 30-34,250661.0,IBGE,30,Paraíba
Paraíba,2000, 35-39,226642.0,IBGE,35,Paraíba
Paraíba,2000, 40-44,183393.0,IBGE,40,Paraíba
Paraíba,2000, 45-49,158954.0,IBGE,45,Paraíba
Paraíba,2000, 50-54,140304.0,IBGE,50,Paraíba
Paraíba,2000, 55-59,115996.0,IBGE,55,Paraíba
Paraíba,2000, 60-64,103423.0,IBGE,60,Paraíba
Paraíba,2000, 65-69,76916.0,IBGE,65,Paraíba
Paraíba,2000, 70-74,66423.0,IBGE,70,Paraíba
Paraíba,2000, 75-79,53529.0,IBGE,75,Paraíba
Paraíba,2000,80+,63372.0,IBGE,80,Paraíba
Pernambuco,2000, 05-09,840611.0,IBGE,5,Pernambuco
Pernambuco,2000, 10-14,866039.0,IBGE,10,Pernambuco
Pernambuco,2000, 15-19,870705.0,IBGE,15,Pernambuco
Pernambuco,2000, 20-24,781960.0,IBGE,20,Pernambuco
Pernambuco,2000, 25-29,667984.0,IBGE,25,Pernambuco
Pernambuco,2000, 30-34,599139.0,IBGE,30,Pernambuco
Pernambuco,2000, 35-39,537505.0,IBGE,35,Pernambuco
Pernambuco,2000, 40-44,450192.0,IBGE,40,Pernambuco
Pernambuco,2000, 45-49,377852.0,IBGE,45,Pernambuco
Pernambuco,2000, 50-54,321491.0,IBGE,50,Pernambuco
Pernambuco,2000, 55-59,258816.0,IBGE,55,Pernambuco
Pernambuco,2000, 60-64,220746.0,IBGE,60,Pernambuco
Pernambuco,2000, 65-69,165229.0,IBGE,65,Pernambuco
Pernambuco,2000, 70-74,135610.0,IBGE,70,Pernambuco
Pernambuco,2000, 75-79,100488.0,IBGE,75,Pernambuco
Pernambuco,2000,80+,111439.0,IBGE,80,Pernambuco
Alagoas,2000, 05-09,338448.0,IBGE,5,Alagoas
Alagoas,2000, 10-14,325973.0,IBGE,10,Alagoas
Alagoas,2000, 15-19,317474.0,IBGE,15,Alagoas
Alagoas,2000, 20-24,274794.0,IBGE,20,Alagoas
Alagoas,2000, 25-29,229294.0,IBGE,25,Alagoas
Alagoas,2000, 30-34,203390.0,IBGE,30,Alagoas
Alagoas,2000, 35-39,177310.0,IBGE,35,Alagoas
Alagoas,2000, 40-44,146142.0,IBGE,40,Alagoas
Alagoas,2000, 45-49,123276.0,IBGE,45,Alagoas
Alagoas,2000, 50-54,100113.0,IBGE,50,Alagoas
Alagoas,2000, 55-59,79347.0,IBGE,55,Alagoas
Alagoas,2000, 60-64,63288.0,IBGE,60,Alagoas
Alagoas,2000, 65-69,47545.0,IBGE,65,Alagoas
Alagoas,2000, 70-74,36309.0,IBGE,70,Alagoas
Alagoas,2000, 75-79,26155.0,IBGE,75,Alagoas
Alagoas,2000,80+,34131.0,IBGE,80,Alagoas
Sergipe,2000, 05-09,203529.0,IBGE,5,Sergipe
Sergipe,2000, 10-14,202623.0,IBGE,10,Sergipe
Sergipe,2000, 15-19,200749.0,IBGE,15,Sergipe
Sergipe,2000, 20-24,177656.0,IBGE,20,Sergipe
Sergipe,2000, 25-29,151624.0,IBGE,25,Sergipe
Sergipe,2000, 30-34,137848.0,IBGE,30,Sergipe
Sergipe,2000, 35-39,119439.0,IBGE,35,Sergipe
Sergipe,2000, 40-44,95250.0,IBGE,40,Sergipe
Sergipe,2000, 45-49,78425.0,IBGE,45,Sergipe
Sergipe,2000, 50-54,64084.0,IBGE,50,Sergipe
Sergipe,2000, 55-59,50274.0,IBGE,55,Sergipe
Sergipe,2000, 60-64,40355.0,IBGE,60,Sergipe
Sergipe,2000, 65-69,31449.0,IBGE,65,Sergipe
Sergipe,2000, 70-74,24940.0,IBGE,70,Sergipe
Sergipe,2000, 75-79,18399.0,IBGE,75,Sergipe
Sergipe,2000,80+,23373.0,IBGE,80,Sergipe
Bahia,2000, 05-09,1390466.0,IBGE,5,Bahia
Bahia,2000, 10-14,1463782.0,IBGE,10,Bahia
Bahia,2000, 15-19,1510973.0,IBGE,15,Bahia
Bahia,2000, 20-24,1303260.0,IBGE,20,Bahia
Bahia,2000, 25-29,1053855.0,IBGE,25,Bahia
Bahia,2000, 30-34,943726.0,IBGE,30,Bahia
Bahia,2000, 35-39,849665.0,IBGE,35,Bahia
Bahia,2000, 40-44,719676.0,IBGE,40,Bahia
Bahia,2000, 45-49,588838.0,IBGE,45,Bahia
Bahia,2000, 50-54,492237.0,IBGE,50,Bahia
Bahia,2000, 55-59,395827.0,IBGE,55,Bahia
Bahia,2000, 60-64,329380.0,IBGE,60,Bahia
Bahia,2000, 65-69,252393.0,IBGE,65,Bahia
Bahia,2000, 70-74,203624.0,IBGE,70,Bahia
Bahia,2000, 75-79,149249.0,IBGE,75,Bahia
Bahia,2000,80+,186751.0,IBGE,80,Bahia
Minas Gerais,2000, 05-09,1726752.0,IBGE,5,Minas Gerais
Minas Gerais,2000, 10-14,1775865.0,IBGE,10,Minas Gerais
Minas Gerais,2000, 15-19,1806960.0,IBGE,15,Minas Gerais
Minas Gerais,2000, 20-24,1668914.0,IBGE,20,Minas Gerais
Minas Gerais,2000, 25-29,1470935.0,IBGE,25,Minas Gerais
Minas Gerais,2000, 30-34,1409515.0,IBGE,30,Minas Gerais
Minas Gerais,2000, 35-39,1354374.0,IBGE,35,Minas Gerais
Minas Gerais,2000, 40-44,1206126.0,IBGE,40,Minas Gerais
Minas Gerais,2000, 45-49,998488.0,IBGE,45,Minas Gerais
Minas Gerais,2000, 50-54,788582.0,IBGE,50,Minas Gerais
Minas Gerais,2000, 55-59,625576.0,IBGE,55,Minas Gerais
Minas Gerais,2000, 60-64,529177.0,IBGE,60,Minas Gerais
Minas Gerais,2000, 65-69,423344.0,IBGE,65,Minas Gerais
Minas Gerais,2000, 70-74,320524.0,IBGE,70,Minas Gerais
Minas Gerais,2000, 75-79,214994.0,IBGE,75,Minas Gerais
Minas Gerais,2000,80+,224208.0,IBGE,80,Minas Gerais
Espírito Santo,2000, 05-09,302885.0,IBGE,5,Espírito Santo
Espírito Santo,2000, 10-14,319744.0,IBGE,10,Espírito Santo
Espírito Santo,2000, 15-19,333903.0,IBGE,15,Espírito Santo
Espírito Santo,2000, 20-24,306492.0,IBGE,20,Espírito Santo
Espírito Santo,2000, 25-29,264865.0,IBGE,25,Espírito Santo
Espírito Santo,2000, 30-34,249981.0,IBGE,30,Espírito Santo
Espírito Santo,2000, 35-39,239036.0,IBGE,35,Espírito Santo
Espírito Santo,2000, 40-44,213383.0,IBGE,40,Espírito Santo
Espírito Santo,2000, 45-49,171506.0,IBGE,45,Espírito Santo
Espírito Santo,2000, 50-54,125148.0,IBGE,50,Espírito Santo
Espírito Santo,2000, 55-59,95994.0,IBGE,55,Espírito Santo
Espírito Santo,2000, 60-64,80793.0,IBGE,60,Espírito Santo
Espírito Santo,2000, 65-69,65624.0,IBGE,65,Espírito Santo
Espírito Santo,2000, 70-74,50173.0,IBGE,70,Espírito Santo
Espírito Santo,2000, 75-79,32374.0,IBGE,75,Espírito Santo
Espírito Santo,2000,80+,32742.0,IBGE,80,Espírito Santo
Rio de Janeiro,2000, 05-09,1345859.0,IBGE,5,Rio de Janeiro
Rio de Janeiro,2000, 10-14,1318694.0,IBGE,10,Rio de Janeiro
Rio de Janeiro,2000, 15-19,1381428.0,IBGE,15,Rio de Janeiro
Rio de Janeiro,2000, 20-24,1368716.0,IBGE,20,Rio de Janeiro
Rio de Janeiro,2000, 25-29,1249587.0,IBGE,25,Rio de Janeiro
Rio de Janeiro,2000, 30-34,1201044.0,IBGE,30,Rio de Janeiro
Rio de Janeiro,2000, 35-39,1177408.0,IBGE,35,Rio de Janeiro
Rio de Janeiro,2000, 40-44,1089252.0,IBGE,40,Rio de Janeiro
Rio de Janeiro,2000, 45-49,933338.0,IBGE,45,Rio de Janeiro
Rio de Janeiro,2000, 50-54,745671.0,IBGE,50,Rio de Janeiro
Rio de Janeiro,2000, 55-59,576004.0,IBGE,55,Rio de Janeiro
Rio de Janeiro,2000, 60-64,490629.0,IBGE,60,Rio de Janeiro
Rio de Janeiro,2000, 65-69,403461.0,IBGE,65,Rio de Janeiro
Rio de Janeiro,2000, 70-74,318056.0,IBGE,70,Rio de Janeiro
Rio de Janeiro,2000, 75-79,210430.0,IBGE,75,Rio de Janeiro
Rio de Janeiro,2000,80+,200205.0,IBGE,80,Rio de Janeiro
São Paulo,2000, 05-09,3373504.0,IBGE,5,São Paulo
São Paulo,2000, 10-14,3479664.0,IBGE,10,São Paulo
São Paulo,2000, 15-19,3682247.0,IBGE,15,São Paulo
São Paulo,2000, 20-24,3596599.0,IBGE,20,São Paulo
São Paulo,2000, 25-29,3272643.0,IBGE,25,São Paulo
São Paulo,2000, 30-34,3100887.0,IBGE,30,São Paulo
São Paulo,2000, 35-39,2905910.0,IBGE,35,São Paulo
São Paulo,2000, 40-44,2599959.0,IBGE,40,São Paulo
São Paulo,2000, 45-49,2164057.0,IBGE,45,São Paulo
São Paulo,2000, 50-54,1713019.0,IBGE,50,São Paulo
São Paulo,2000, 55-59,1307429.0,IBGE,55,São Paulo
São Paulo,2000, 60-64,1075465.0,IBGE,60,São Paulo
São Paulo,2000, 65-69,856010.0,IBGE,65,São Paulo
São Paulo,2000, 70-74,673698.0,IBGE,70,São Paulo
São Paulo,2000, 75-79,440808.0,IBGE,75,São Paulo
São Paulo,2000,80+,408932.0,IBGE,80,São Paulo
Paraná,2000, 05-09,936867.0,IBGE,5,Paraná
Paraná,2000, 10-14,943431.0,IBGE,10,Paraná
Paraná,2000, 15-19,944025.0,IBGE,15,Paraná
Paraná,2000, 20-24,890641.0,IBGE,20,Paraná
Paraná,2000, 25-29,817314.0,IBGE,25,Paraná
Paraná,2000, 30-34,798600.0,IBGE,30,Paraná
Paraná,2000, 35-39,736831.0,IBGE,35,Paraná
Paraná,2000, 40-44,634366.0,IBGE,40,Paraná
Paraná,2000, 45-49,527959.0,IBGE,45,Paraná
Paraná,2000, 50-54,422027.0,IBGE,50,Paraná
Paraná,2000, 55-59,333355.0,IBGE,55,Paraná
Paraná,2000, 60-64,269884.0,IBGE,60,Paraná
Paraná,2000, 65-69,211052.0,IBGE,65,Paraná
Paraná,2000, 70-74,156823.0,IBGE,70,Paraná
Paraná,2000, 75-79,101108.0,IBGE,75,Paraná
Paraná,2000,80+,95835.0,IBGE,80,Paraná
Santa Catarina,2000, 05-09,538334.0,IBGE,5,Santa Catarina
