Ano,UF,idade,Mulheres,Homens,Total
1996,ce,10 a 14 anos,-8.253740441768354,-7.7294585985291,-7.95654264576557
1996,ce,15 a 19 anos,-7.749814873874044,-6.796201375848014,-7.166680291841295
1996,ce,20 a 24 anos,-7.569694656795138,-6.253040821486091,-6.7266786872371656
1996,ce,25 a 29 anos,-7.176536114127921,-5.988636854651939,-6.437679421438365
1996,ce,30 a 34 anos,-6.855743185269145,-5.823534635465171,-6.23558412877267
1996,ce,35 a 39 anos,-6.743537486907458,-5.774286922088927,-6.170399011000708
1996,ce,40 a 44 anos,-6.353364449559223,-5.58819092861474,-5.921824864842832
1996,ce,45 a 49 anos,-5.841712304815011,-5.229097342712176,-5.5080093163726165
1996,ce,50 a 54 anos,-5.648659943957642,-5.110159182008888,-5.359589644263587
1996,ce,55 a 59 anos,-5.076060872996281,-4.703867283919743,-4.888613757121495
1996,ce,60 a 64 anos,-4.907396427391979,-4.546967878841006,-4.725530285166744
1996,ce,65 a 69 anos,-4.374929438986041,-4.0410917463835725,-4.206916172558384
1996,ce,70 a 74 anos,-3.8846166848210237,-3.5354804424152686,-3.708118541304978
1996,ce,75 a 79 anos,-3.6226357157357607,-3.40771450976069,-3.516706084271618
1996,ce,80 anos ou mais,-2.6000417895843215,-2.5428224073088925,-2.57399397634169
1997,ce,Menos de 1 ano,-3.560007810220089,-3.419380631702442,-3.4856937784075988
1997,ce,1 a 4 anos,-6.807923343562918,-6.738747084463731,-6.772281192667331
1997,ce,5 a 9 anos,-8.217835526087264,-7.787479534067183,-7.976707475069907
1997,ce,10 a 14 anos,-8.3911272403842,-7.886334722486297,-8.105953947801432
1997,ce,15 a 19 anos,-7.931605003762992,-6.765076279786702,-7.189789698879081
1997,ce,20 a 24 anos,-7.496309723884362,-6.213178938934395,-6.677415853431858
1997,ce,25 a 29 anos,-7.321572930901736,-5.95204365994124,-6.441884930935637
1997,ce,30 a 34 anos,-6.980407742319121,-5.752910987198293,-6.215097561813656
1997,ce,35 a 39 anos,-6.761322310262902,-5.746828095148811,-6.154467734120868
1997,ce,40 a 44 anos,-6.332530478823735,-5.557094719030778,-5.894266781022368
1997,ce,45 a 49 anos,-5.79499207378964,-5.24075349188953,-5.497257464379711
1997,ce,50 a 54 anos,-5.630950536469965,-4.998538960961991,-5.2839431851212115
1997,ce,55 a 59 anos,-5.168666732022929,-4.695662024967939,-4.924418269405242
1997,ce,60 a 64 anos,-4.869150440361377,-4.480473532655567,-4.6718798674302215
1997,ce,65 a 69 anos,-4.374520858519483,-3.9911460256685474,-4.18024753543975
1997,ce,70 a 74 anos,-3.819472475121067,-3.542350118997888,-3.6827899298071123
1997,ce,75 a 79 anos,-3.5562362635926332,-3.258147694972118,-3.4064663648708513
1997,ce,80 anos ou mais,-2.55365835354686,-2.4291514926867315,-2.496003040284746
1998,ce,Menos de 1 ano,-3.658674108429409,-3.4480101597920845,-3.5448161315502116
1998,ce,1 a 4 anos,-6.800219202141145,-6.701604523707886,-6.749043056949556
1998,ce,5 a 9 anos,-8.161915749463274,-7.889577945323397,-8.014462509415292
1998,ce,10 a 14 anos,-8.272005367952836,-7.872333292468131,-8.051161160726403
1998,ce,15 a 19 anos,-7.731679205755176,-6.8787412744200775,-7.2180698770118275
1998,ce,20 a 24 anos,-7.461213095334742,-6.331620132152243,-6.75726535318227
1998,ce,25 a 29 anos,-7.369894115472697,-6.125478026176704,-6.585746007464277
1998,ce,30 a 34 anos,-7.032916441635044,-5.957038014394117,-6.379049957533453
1998,ce,35 a 39 anos,-6.7832406777979175,-5.825377309856072,-6.214855391552468
1998,ce,40 a 44 anos,-6.328253934981321,-5.451831401875705,-5.8224482591286435
1998,ce,45 a 49 anos,-5.813031267216967,-5.224652571721365,-5.494720543725731
1998,ce,50 a 54 anos,-5.540927146434862,-5.039124795645312,-5.27339354246914
1998,ce,55 a 59 anos,-5.112188803138591,-4.627282312840115,-4.860974294178452
1998,ce,60 a 64 anos,-4.8370391741367555,-4.401840207336325,-4.613880082459684
1998,ce,65 a 69 anos,-4.370375387065986,-3.971561153561201,-4.16859632009738
1998,ce,70 a 74 anos,-3.826900645548821,-3.4922564235951126,-3.66035386788359
1998,ce,75 a 79 anos,-3.5670104934693128,-3.26656064880546,-3.4162219453944718
1998,ce,80 anos ou mais,-2.5407678131006337,-2.440727129392003,-2.4948741005407205
1999,ce,Menos de 1 ano,-3.67194649179555,-3.4504791879260557,-3.5517025113048972
1999,ce,1 a 4 anos,-6.63876790144905,-6.570383492773,-6.603534956881553
1999,ce,5 a 9 anos,-8.317576139124787,-7.735626515220348,-7.980279825030997
1999,ce,10 a 14 anos,-8.088071734967905,-7.783971210952902,-7.923478836213047
1999,ce,15 a 19 anos,-7.732071850993417,-6.827105110995151,-7.180799486846651
1999,ce,20 a 24 anos,-7.588719097255896,-6.186840432973967,-6.672745211132726
1999,ce,25 a 29 anos,-7.230686133004664,-5.999067539838297,-6.455035491420787
1999,ce,30 a 34 anos,-6.891745966405807,-5.812357921137874,-6.234230967568054
1999,ce,35 a 39 anos,-6.686365484473353,-5.614179055593934,-6.034404925362549
1999,ce,40 a 44 anos,-6.18952733440092,-5.479911101588193,-5.794090055729575
1999,ce,45 a 49 anos,-5.7712669309470614,-5.2182962271060775,-5.474721220585478
1999,ce,50 a 54 anos,-5.519646605079257,-4.978884967233631,-5.22852106887633
1999,ce,55 a 59 anos,-5.068120103566851,-4.5212875839466165,-4.780519685584438
1999,ce,60 a 64 anos,-4.713958515347716,-4.389534590312147,-4.552257367816924
1999,ce,65 a 69 anos,-4.271605291258005,-3.9775664547914182,-4.1274954227968905
1999,ce,70 a 74 anos,-3.7971518799528687,-3.4694091121903305,-3.6352473577095483
1999,ce,75 a 79 anos,-3.4604135689596065,-3.1791094077855773,-3.320143774868113
1999,ce,80 anos ou mais,-2.4523517795860803,-2.326038710601731,-2.3941180466183267
2000,ce,Menos de 1 ano,-3.7533891995152096,-3.6095445568856537,-3.676881284364583
2000,ce,1 a 4 anos,-6.973105970220309,-6.831628368735361,-6.898919410854095
2000,ce,5 a 9 anos,-8.28514738727417,-7.785405543121241,-8.000184239006957
2000,ce,10 a 14 anos,-8.366470296682326,-7.755760299509511,-8.012948652186438
2000,ce,15 a 19 anos,-7.703895580536663,-6.694705505603365,-7.076377519391666
2000,ce,20 a 24 anos,-7.511585076480793,-6.12544732147339,-6.606281168454823
2000,ce,25 a 29 anos,-7.314484192962173,-6.018468808170408,-6.4881906561574425
2000,ce,30 a 34 anos,-6.996452733743514,-5.769929549861583,-6.228346624532719
2000,ce,35 a 39 anos,-6.632013718620982,-5.687212530092274,-6.06969513250748
2000,ce,40 a 44 anos,-6.271575265905556,-5.427442486511742,-5.787644174873445
2000,ce,45 a 49 anos,-5.912094967858005,-5.2858457382008455,-5.570856603561455
2000,ce,50 a 54 anos,-5.490057241332478,-4.995592394747989,-5.226475281707471
2000,ce,55 a 59 anos,-5.197674194594039,-4.7082325339818665,-4.943631593339245
2000,ce,60 a 64 anos,-4.7400844100980715,-4.374713690731962,-4.5562923817870065
2000,ce,65 a 69 anos,-4.3698713648860075,-3.9773292188800324,-4.173547011210494
2000,ce,70 a 74 anos,-3.9404625973135268,-3.5701015172437907,-3.7564482048109284
2000,ce,75 a 79 anos,-3.43688056694958,-3.2477136824652355,-3.3448750746536957
2000,ce,80 anos ou mais,-2.534838245126351,-2.4205191244681323,-2.4824182325094246
2001,ce,Menos de 1 ano,-3.945636887111499,-3.7834431257735037,-3.8589148071212156
2001,ce,1 a 4 anos,-7.185940506532537,-6.948491949941613,-7.058543039411203
2001,ce,5 a 9 anos,-8.268307137529803,-7.809914405691977,-8.009180004183746
2001,ce,10 a 14 anos,-8.314427903665786,-7.8208246061777436,-8.03539854192811
2001,ce,15 a 19 anos,-7.664237812981083,-6.758813269788167,-7.111610812231925
2001,ce,20 a 24 anos,-7.508828315038091,-6.1046019841695305,-6.588770228319561
2001,ce,25 a 29 anos,-7.275804422783775,-5.990253749911202,-6.456862086860503
2001,ce,30 a 34 anos,-7.091045540374444,-5.833053297711471,-6.298212974197776
2001,ce,35 a 39 anos,-6.676853355462552,-5.602525675675723,-6.02149223899327
2001,ce,40 a 44 anos,-6.271812851454931,-5.479093825992202,-5.821511016039848
2001,ce,45 a 49 anos,-5.9271464054146765,-5.113761773573979,-5.464850569425899
2001,ce,50 a 54 anos,-5.4256674632610915,-4.906099181594302,-5.147632495868509
2001,ce,55 a 59 anos,-5.134244235678942,-4.64912525203427,-4.882517348550888
2001,ce,60 a 64 anos,-4.778316573962632,-4.273782161030698,-4.515389277282486
2001,ce,65 a 69 anos,-4.322114820130366,-3.927197246819346,-4.124494186972388
2001,ce,70 a 74 anos,-3.8454339709247827,-3.4962810698592164,-3.6731316784418158
2001,ce,75 a 79 anos,-3.3666060358837346,-3.0523705904472953,-3.2100683390939864
2001,ce,80 anos ou mais,-2.4771018170450483,-2.3368779562163056,-2.412756880707868
2002,ce,Menos de 1 ano,-3.8747905310492787,-3.652467162622914,-3.7538530782444424
2002,ce,1 a 4 anos,-7.105659911327019,-6.885368749923409,-6.987883667108047
2002,ce,5 a 9 anos,-8.048125963767037,-7.6856089201683835,-7.8474047506676134
2002,ce,10 a 14 anos,-8.152951669603429,-7.75860557012527,-7.93460414535085
2002,ce,15 a 19 anos,-7.747821047864548,-6.674292748179325,-7.0723809385770195
2002,ce,20 a 24 anos,-7.501458974837125,-6.057938894307047,-6.5495786524362085
2002,ce,25 a 29 anos,-7.218603677868447,-5.90124697149779,-6.374237994050644
2002,ce,30 a 34 anos,-7.021674045729802,-5.744470240896943,-6.213341097028799
2002,ce,35 a 39 anos,-6.555174702377602,-5.576721383024061,-5.968725033692002
2002,ce,40 a 44 anos,-6.215713199334734,-5.35522786601101,-5.719279822280542
2002,ce,45 a 49 anos,-5.81283949291934,-5.122738385353664,-5.430163963504393
2002,ce,50 a 54 anos,-5.338555361709285,-4.854569120593489,-5.082177973938628
2002,ce,55 a 59 anos,-5.08446396109106,-4.566850910805135,-4.813594552542798
2002,ce,60 a 64 anos,-4.608039266196357,-4.262965994256649,-4.434770921756913
2002,ce,65 a 69 anos,-4.245102182578956,-3.8373121865289304,-4.040395125182576
2002,ce,70 a 74 anos,-3.861660849421277,-3.5273938633891153,-3.6975647825212845
2002,ce,75 a 79 anos,-3.28616825669824,-2.966635866190236,-3.1279575338499805
2002,ce,80 anos ou mais,-2.4128764710859194,-2.2765514087384533,-2.3507702187391795
2003,ce,Menos de 1 ano,-3.9024779586436953,-3.6862384838491287,-3.786365803929337
2003,ce,1 a 4 anos,-7.024728744468301,-6.944275225293683,-6.983097124349841
2003,ce,5 a 9 anos,-8.007569187405183,-7.632112780749719,-7.799062818778229
2003,ce,10 a 14 anos,-8.086686472927605,-7.669887928533861,-7.8545617064232784
2003,ce,15 a 19 anos,-7.604405025638015,-6.630959270341445,-7.002516130460209
2003,ce,20 a 24 anos,-7.414678423503958,-6.056561558820619,-6.530501541268128
2003,ce,25 a 29 anos,-7.304298669424625,-5.854653426766646,-6.354627191352168
2003,ce,30 a 34 anos,-6.988914365688169,-5.746734958102074,-6.2066383846712805
2003,ce,35 a 39 anos,-6.57786757685588,-5.543316534570823,-5.951039949374366
2003,ce,40 a 44 anos,-6.233441157624892,-5.34213724089826,-5.715242682298324
2003,ce,45 a 49 anos,-5.833453367562259,-5.0559191210372605,-5.393395759785653
2003,ce,50 a 54 anos,-5.44782804217101,-4.898141489640744,-5.152755282219337
2003,ce,55 a 59 anos,-5.057546647544916,-4.554157503414502,-4.794809965396729
2003,ce,60 a 64 anos,-4.688390030991242,-4.205960445013229,-4.437508760418971
2003,ce,65 a 69 anos,-4.226591988653102,-3.8074589937631798,-4.015608068822229
2003,ce,70 a 74 anos,-3.8806370509198835,-3.5274009531834714,-3.7066420815850036
2003,ce,75 a 79 anos,-3.236695720004393,-2.9397011791074408,-3.0915684121908273
2003,ce,80 anos ou mais,-2.39732165204787,-2.2535517270935275,-2.3320571280243527
2004,ce,Menos de 1 ano,-3.979898626388461,-3.770502374609528,-3.8674119246245313
2004,ce,1 a 4 anos,-7.138599884374797,-7.055412801709348,-7.095505404663981
2004,ce,5 a 9 anos,-8.097827073217143,-7.82839433817793,-7.9516914000899295
2004,ce,10 a 14 anos,-8.373664088611212,-7.817049597389063,-8.053988181366217
2004,ce,15 a 19 anos,-7.6366404241502766,-6.619826608084052,-7.002886795145131
2004,ce,20 a 24 anos,-7.410383451209465,-6.0242949007994016,-6.503681280504054
2004,ce,25 a 29 anos,-7.279894036660153,-5.878756778310243,-6.36809938441753
2004,ce,30 a 34 anos,-7.062643714684149,-5.772234820484089,-6.242579711761095
2004,ce,35 a 39 anos,-6.509261894727117,-5.551964147095124,-5.937478751452155
2004,ce,40 a 44 anos,-6.196647528972377,-5.283644508654631,-5.662739282513375
2004,ce,45 a 49 anos,-5.780027603289912,-5.158523682998043,-5.439380700127284
2004,ce,50 a 54 anos,-5.419383544926648,-4.861854644037455,-5.120122236444584
2004,ce,55 a 59 anos,-5.084416497020999,-4.5509304115548455,-4.803779583316916
2004,ce,60 a 64 anos,-4.655200005831135,-4.295716277165216,-4.473454266057082
2004,ce,65 a 69 anos,-4.188317455668408,-3.8096803672513677,-3.9996367901444665
2004,ce,70 a 74 anos,-3.9035223578345732,-3.5573464528347714,-3.7335537847068916
2004,ce,75 a 79 anos,-3.25990970267938,-2.954069369195499,-3.1111610583715406
2004,ce,80 anos ou mais,-2.4088837556055887,-2.2569738716810157,-2.3401313857356936
2005,ce,Menos de 1 ano,-4.080163022050808,-3.9369227994909175,-4.004476357516477
2005,ce,1 a 4 anos,-7.259144550773167,-7.138860385995674,-7.196245458734286
2005,ce,5 a 9 anos,-8.153090117373784,-7.81184171395086,-7.964962467853242
2005,ce,10 a 14 anos,-8.330406525150456,-7.886827034242993,-8.08148742771632
2005,ce,15 a 19 anos,-7.659519727738791,-6.504604876279748,-6.922207449125091
2005,ce,20 a 24 anos,-7.419650146987562,-6.046992427990106,-6.523252350309077
2005,ce,25 a 29 anos,-7.262208218578272,-5.887913248683584,-6.37087474072825
2005,ce,30 a 34 anos,-6.937946539316859,-5.853607174559047,-6.2724205643933635
2005,ce,35 a 39 anos,-6.615134280988069,-5.566864901057718,-5.978022002047223
2005,ce,40 a 44 anos,-6.271878659352496,-5.308812887747507,-5.702286215775381
2005,ce,45 a 49 anos,-5.917886617332086,-5.2401451790100255,-5.541141960405625
2005,ce,50 a 54 anos,-5.5553607220777215,-4.954409089139421,-5.2301890682932095
2005,ce,55 a 59 anos,-5.104375239896487,-4.558537734474514,-4.816196219608861
2005,ce,60 a 64 anos,-4.869008596232948,-4.399122613293158,-4.624596840776002
2005,ce,65 a 69 anos,-4.225586633501126,-3.8094396537889113,-4.01627869172541
2005,ce,70 a 74 anos,-4.017119698567844,-3.624190958310099,-3.8221755870918668
2005,ce,75 a 79 anos,-3.289773169764216,-3.0125800778466325,-3.1569128208551938
2005,ce,80 anos ou mais,-2.469092165102134,-2.2912382486164624,-2.388391870535355
2006,ce,Menos de 1 ano,-4.104772377841561,-3.943858531325262,-4.018632740486407
2006,ce,1 a 4 anos,-7.256357932885435,-7.121230116416164,-7.185413649802088
2006,ce,5 a 9 anos,-8.309269031760874,-7.87533179739729,-8.065101663734461
2006,ce,10 a 14 anos,-8.307736210446233,-7.797535348494787,-8.017067459915602
2006,ce,15 a 19 anos,-7.72537522563114,-6.5111652240555955,-6.942405458516774
2006,ce,20 a 24 anos,-7.55386712236033,-6.044728843343667,-6.547380061595943
2006,ce,25 a 29 anos,-7.341264834649864,-5.925874415503638,-6.416535586598342
2006,ce,30 a 34 anos,-7.210711519195011,-5.867070451537958,-6.3476838389954215
2006,ce,35 a 39 anos,-6.68556645627708,-5.643235237286345,-6.052582186313152
2006,ce,40 a 44 anos,-6.332783276438591,-5.370119853818318,-5.76264803578688
2006,ce,45 a 49 anos,-5.9511378185731525,-5.211737392095623,-5.533923547223996
2006,ce,50 a 54 anos,-5.53280641895772,-4.915410054974671,-5.198102981816259
2006,ce,55 a 59 anos,-5.0372300576911115,-4.5608002281899696,-4.789594241739195
2006,ce,60 a 64 anos,-4.811497453857662,-4.409519969650987,-4.605460688909149
2006,ce,65 a 69 anos,-4.259273376925559,-3.847216030605304,-4.0522411943522085
2006,ce,70 a 74 anos,-3.989876230716981,-3.574731766989086,-3.7830468101327774
2006,ce,75 a 79 anos,-3.324440416799304,-3.0427933807374368,-3.190169908304324
2006,ce,80 anos ou mais,-2.438689190153301,-2.2992277919147948,-2.376437277386226
2007,ce,Menos de 1 ano,-4.274047953623417,-4.020271827720439,-4.135293651469217
2007,ce,1 a 4 anos,-7.416807436590292,-7.232235644766186,-7.318723288987432
2007,ce,5 a 9 anos,-8.177117935505207,-7.879832582368041,-8.014791331996902
2007,ce,10 a 14 anos,-8.353755030605777,-7.84816184760111,-8.065744827494099
2007,ce,15 a 19 anos,-7.813088864587895,-6.4629919189855505,-6.923392416373371
2007,ce,20 a 24 anos,-7.648708464032322,-5.988447517351901,-6.517035699304086
2007,ce,25 a 29 anos,-7.362931018319061,-5.874874170318896,-6.379040438295084
2007,ce,30 a 34 anos,-7.082027004195151,-5.829214345320986,-6.288561705654329
2007,ce,35 a 39 anos,-6.808838552520308,-5.639611103279927,-6.082151489248752
2007,ce,40 a 44 anos,-6.200835257004763,-5.466182364511502,-5.784766350781918
2007,ce,45 a 49 anos,-5.935797134974101,-5.2206158172834085,-5.5336366281548734
2007,ce,50 a 54 anos,-5.528059262896959,-4.959100772247551,-5.223548973257725
2007,ce,55 a 59 anos,-5.124819701344623,-4.60088210131919,-4.8492065203652865
2007,ce,60 a 64 anos,-4.89850448559474,-4.427647409774568,-4.652733789794901
2007,ce,65 a 69 anos,-4.290099401937113,-3.8632145691351454,-4.074838774309796
2007,ce,70 a 74 anos,-4.0228996777990265,-3.6621786763040385,-3.8458828900948423
2007,ce,75 a 79 anos,-3.409838651234877,-3.1052626820187013,-3.2646467019793963
2007,ce,80 anos ou mais,-2.498230423837657,-2.322127375225787,-2.419120111106942
2008,ce,Menos de 1 ano,-4.27838919636545,-4.056860934480172,-4.158397717141343
2008,ce,1 a 4 anos,-7.4699055463595165,-7.200566538449394,-7.323880609422364
2008,ce,5 a 9 anos,-8.20068722409865,-7.842226548942995,-8.002238403724336
2008,ce,10 a 14 anos,-8.133438296520744,-7.688535195566678,-7.883047962026003
2008,ce,15 a 19 anos,-7.786608876567267,-6.4572612923294725,-6.913182792261463
2008,ce,20 a 24 anos,-7.514156022505843,-5.986119839964381,-6.491474022381043
2008,ce,25 a 29 anos,-7.389111882342677,-5.903650427561873,-6.406485844273864
2008,ce,30 a 34 anos,-7.087641676192885,-5.8422116705436835,-6.299066281890784
2008,ce,35 a 39 anos,-6.791571034277114,-5.654406013569115,-6.088617724591485
2008,ce,40 a 44 anos,-6.345027022125113,-5.4345381421637935,-5.809707406379879
2008,ce,45 a 49 anos,-5.936187116083278,-5.244038778529417,-5.548222978542145
2008,ce,50 a 54 anos,-5.51797378922626,-4.956698494852249,-5.218651995111486
2008,ce,55 a 59 anos,-5.116648284723571,-4.6003779018214725,-4.845353215064014
2008,ce,60 a 64 anos,-4.780055331018084,-4.303397133625103,-4.530506623826307
2008,ce,65 a 69 anos,-4.336720432235134,-3.865161837556904,-4.0963239817090065
2008,ce,70 a 74 anos,-3.9184440196494603,-3.5259245929877805,-3.724532097434993
2008,ce,75 a 79 anos,-3.4077732146495605,-3.044276874877747,-3.2328072085729
2008,ce,80 anos ou mais,-2.4417462031905623,-2.2805595538513908,-2.3699664978418045
2009,ce,Menos de 1 ano,-4.29407258944918,-4.064777651056865,-4.170505156526186
2009,ce,1 a 4 anos,-7.515071212395661,-7.319143970026757,-7.410579841359797
2009,ce,5 a 9 anos,-8.269921583125338,-8.04189703318562,-8.147331637138041
2009,ce,10 a 14 anos,-8.378022231578166,-7.83388033349561,-8.064997703907144
2009,ce,15 a 19 anos,-7.680482612989355,-6.460621637374666,-6.892588617009794
2009,ce,20 a 24 anos,-7.555329062760547,-5.971383556156913,-6.486297228106554
2009,ce,25 a 29 anos,-7.379890819315437,-5.943133425199282,-6.435655388610768
2009,ce,30 a 34 anos,-7.192792435085126,-5.835421795296257,-6.316552105886144
2009,ce,35 a 39 anos,-6.763587249697871,-5.652350901129119,-6.079654620294905
2009,ce,40 a 44 anos,-6.326314615056354,-5.361048615945537,-5.751850610508066
2009,ce,45 a 49 anos,-5.941135477727868,-5.247653746012836,-5.551635398092824
2009,ce,50 a 54 anos,-5.562925631332344,-4.927637594954101,-5.218985809884004
2009,ce,55 a 59 anos,-5.12243547390515,-4.658242221751387,-4.88131225961969
2009,ce,60 a 64 anos,-4.778825760833015,-4.3133647204555805,-4.535383445230054
2009,ce,65 a 69 anos,-4.356766530156866,-3.9233746669621614,-4.137892690429927
2009,ce,70 a 74 anos,-3.9173803075659244,-3.55945699816411,-3.742347198232064
2009,ce,75 a 79 anos,-3.459420742801261,-3.0480953849336454,-3.2601180239842686
2009,ce,80 anos ou mais,-2.418320826602806,-2.2732775524021367,-2.3542923873923227
2010,ce,Menos de 1 ano,-4.45187530424473,-4.243505369708538,-4.3394204353190995
2010,ce,1 a 4 anos,-7.450798199023907,-7.390866643689296,-7.419835420977328
2010,ce,5 a 9 anos,-8.437652609908794,-7.974913555331779,-8.175533236107198
2010,ce,10 a 14 anos,-8.202919745804579,-7.809499579812005,-7.983576951346242
2010,ce,15 a 19 anos,-7.714575405493454,-6.269914695187142,-6.748315544418915
2010,ce,20 a 24 anos,-7.523282001038273,-5.811118851311901,-6.3467562532608985
2010,ce,25 a 29 anos,-7.322690074400074,-5.780480106617611,-6.292204627828588
2010,ce,30 a 34 anos,-7.117602059639005,-5.739133999423885,-6.223912834299249
2010,ce,35 a 39 anos,-6.813846555703134,-5.594898676547287,-6.0490742479915065
2010,ce,40 a 44 anos,-6.419279476124571,-5.401955319755155,-5.806914325525402
2010,ce,45 a 49 anos,-5.8722015748174305,-5.192694349248085,-5.491024665997023
2010,ce,50 a 54 anos,-5.625828388890311,-4.907881993593617,-5.230613594494904
2010,ce,55 a 59 anos,-5.215640786150388,-4.666983518814308,-4.924701486240672
2010,ce,60 a 64 anos,-4.765072752675492,-4.297921951171097,-4.5202436887461594
2010,ce,65 a 69 anos,-4.44761628587295,-3.9844806936113013,-4.212018552570055
2010,ce,70 a 74 anos,-3.9349234698784974,-3.6040986741726955,-3.774482713705347
2010,ce,75 a 79 anos,-3.4824395878710956,-3.1345481420648285,-3.3175906826196524
2010,ce,80 anos ou mais,-2.5377580929805545,-2.368433039853544,-2.4627731254038063
2011,ce,Menos de 1 ano,-4.424933870784467,-4.197362234040484,-4.302518386641767
2011,ce,1 a 4 anos,-7.635187682828166,-7.2455198769865286,-7.417900443363469
2011,ce,5 a 9 anos,-8.336030699267846,-8.085933246454498,-8.200850396515557
2011,ce,10 a 14 anos,-8.267790915426616,-7.830629477682881,-8.021599131677684
2011,ce,15 a 19 anos,-7.701927090631616,-6.168926055858692,-6.6627316017818785
2011,ce,20 a 24 anos,-7.526764487726541,-5.813101176206287,-6.348150504872681
2011,ce,25 a 29 anos,-7.352870850145045,-5.785534848374806,-6.30199206441925
2011,ce,30 a 34 anos,-7.10153260996377,-5.671564380996799,-6.167280975894244
2011,ce,35 a 39 anos,-6.852036598652843,-5.57132196332968,-6.040136260806954
2011,ce,40 a 44 anos,-6.364950235935483,-5.4642711116735425,-5.834709463714914
2011,ce,45 a 49 anos,-5.907841173866641,-5.143893119147039,-5.4716548690298
2011,ce,50 a 54 anos,-5.584672662261785,-4.88195453078894,-5.198548177414355
2011,ce,55 a 59 anos,-5.202056399051289,-4.655830815530963,-4.912560274935429
2011,ce,60 a 64 anos,-4.764915029681205,-4.264706210019336,-4.500925477415209
2011,ce,65 a 69 anos,-4.386718159758662,-3.9352822552089535,-4.157754730524356
2011,ce,70 a 74 anos,-3.935674742709651,-3.5297971502210133,-3.735041560999226
2011,ce,75 a 79 anos,-3.389163586879794,-3.0262552164478977,-3.216251173946715
2011,ce,80 anos ou mais,-2.3952036535828225,-2.254169800112996,-2.333571390573768
2012,ce,Menos de 1 ano,-4.461604670877996,-4.3035894762356275,-4.377315302659443
2012,ce,1 a 4 anos,-7.562872531879049,-7.478207556407353,-7.518837601178691
2012,ce,5 a 9 anos,-8.456562127726905,-8.03869547579761,-8.222060774970988
2012,ce,10 a 14 anos,-8.396609065204846,-7.590242233198215,-7.907072811332365
2012,ce,15 a 19 anos,-7.470608156811881,-5.8378060902388444,-6.347685512844128
2012,ce,20 a 24 anos,-7.434008423314214,-5.586577133205174,-6.140428823190334
2012,ce,25 a 29 anos,-7.3422979350476725,-5.67317275247718,-6.207247074462552
2012,ce,30 a 34 anos,-6.973593264445186,-5.565054174370858,-6.056738043798278
2012,ce,35 a 39 anos,-6.623938119780026,-5.507164225916785,-5.935882254425865
2012,ce,40 a 44 anos,-6.363875370539384,-5.441509619776054,-5.818410008227882
2012,ce,45 a 49 anos,-5.958855512417574,-5.091827903346414,-5.453361156919899
2012,ce,50 a 54 anos,-5.602496189645607,-4.875245558006036,-5.200122726986933
2012,ce,55 a 59 anos,-5.234307529079445,-4.597738765439779,-4.889867915717245
2012,ce,60 a 64 anos,-4.7540462355670465,-4.29016945167218,-4.511506498514366
2012,ce,65 a 69 anos,-4.419353680722397,-3.9113927882107657,-4.1581867555061
2012,ce,70 a 74 anos,-3.9433024866905764,-3.5528573629502582,-3.751054988089183
2012,ce,75 a 79 anos,-3.437298074126626,-3.1021480760663063,-3.2785240726746943
2012,ce,80 anos ou mais,-2.462254512148908,-2.309705008807238,-2.395702448300669
2013,ce,Menos de 1 ano,-4.39357634590212,-4.205160390004794,-4.292343533954102
2013,ce,1 a 4 anos,-7.585323330156507,-7.450016498434904,-7.5140676287537165
2013,ce,5 a 9 anos,-8.390516042059284,-8.101933321465367,-8.233110638209082
2013,ce,10 a 14 anos,-8.16696117307706,-7.624299204264013,-7.85411887734885
2013,ce,15 a 19 anos,-7.5010892028468685,-5.726744015579093,-6.257360267716645
2013,ce,20 a 24 anos,-7.484370709392273,-5.528491975514275,-6.095784473408004
2013,ce,25 a 29 anos,-7.19521667344203,-5.5892262600034694,-6.112892306231114
2013,ce,30 a 34 anos,-6.979185311551081,-5.516832037334633,-6.0196815143338736
2013,ce,35 a 39 anos,-6.662751409867322,-5.49552276445986,-5.937221285417785
2013,ce,40 a 44 anos,-6.409082838679923,-5.382147008195102,-5.789345295122494
2013,ce,45 a 49 anos,-5.8240303196942,-5.169210336534619,-5.458841452471045
2013,ce,50 a 54 anos,-5.576866592299258,-4.798288300352846,-5.1406312815107436
2013,ce,55 a 59 anos,-5.194895847119566,-4.60487789614457,-4.878994095910766
2013,ce,60 a 64 anos,-4.81118507637243,-4.274929224347163,-4.526231129878092
2013,ce,65 a 69 anos,-4.37922532904402,-3.9204998374298987,-4.1462024271474665
2013,ce,70 a 74 anos,-3.9028002511898454,-3.5228573775578793,-3.7162272058816903
2013,ce,75 a 79 anos,-3.4199406417245433,-3.0424494924620373,-3.238827016356828
2013,ce,80 anos ou mais,-2.4131645017259356,-2.2588185622453527,-2.3461188576402434
2014,ce,Menos de 1 ano,-4.489797486761615,-4.330931069443663,-4.405460906709371
2014,ce,1 a 4 anos,-7.749364397769192,-7.569861519289924,-7.653811207904207
2014,ce,5 a 9 anos,-8.448271064373815,-8.044106211891522,-8.222060154446444
2014,ce,10 a 14 anos,-8.309584098626216,-7.558430520150012,-7.857885535514223
2014,ce,15 a 19 anos,-7.501056677736629,-5.6146639085508045,-6.1597096540371465
2014,ce,20 a 24 anos,-7.501664193708521,-5.497952812836419,-6.070231595358282
