Ano,UF,idade,Mulheres,Homens,Total
1994,ac,Menos de 1 ano,-3.3756256699060327,-3.1491656526083642,-3.2547537302956044
1994,ac,1 a 4 anos,-6.409823882945074,-6.636339386573383,-6.51784745911921
1994,ac,5 a 9 anos,-7.499662829735868,-7.1535175630345975,-7.309846700955966
1994,ac,10 a 14 anos,-7.563487095401273,-6.989476963358343,-7.2329663227831364
1994,ac,15 a 19 anos,-6.697758845702202,-6.285623467621108,-6.472329956820516
1994,ac,20 a 24 anos,-6.9970072389651365,-5.963375798254257,-6.353155358651525
1994,ac,25 a 29 anos,-6.530437765442312,-5.4203155213277725,-5.8348207088105415
1994,ac,30 a 34 anos,-6.560279290928313,-5.711540746251777,-6.0487432246979935
1994,ac,35 a 39 anos,-6.1639497977229745,-5.415582638935239,-5.721207270192743
1994,ac,40 a 44 anos,-5.878958988523706,-4.986262360273619,-5.323772563580806
1994,ac,45 a 49 anos,-5.371513458483031,-4.9572324515368855,-5.134571204317382
1994,ac,50 a 54 anos,-5.1119679227237445,-4.5251360527889215,-4.763441981212247
1994,ac,55 a 59 anos,-4.705228727728202,-4.301271839995439,-4.47417081090715
1994,ac,60 a 64 anos,-4.622962870614526,-3.865027578787908,-4.151180698001928
1994,ac,65 a 69 anos,-3.8177451925390127,-3.5027692193670203,-3.6303022023067264
1994,ac,70 a 74 anos,-3.787238033111494,-3.247422332711471,-3.4543017526398647
1994,ac,75 a 79 anos,-2.9429842291412327,-2.9039732942319,-2.922596221409813
1994,ac,80 anos ou mais,-2.1040327372423846,-2.0229801151454563,-2.0641365842174597
1995,ac,Menos de 1 ano,-3.7170741131418255,-3.3356447012146644,-3.5022437921014165
1995,ac,1 a 4 anos,-6.388762834415726,-6.304134825499708,-6.345115606880889
1995,ac,5 a 9 anos,-7.460737358392084,-7.166934289797992,-7.301644862340747
1995,ac,10 a 14 anos,-7.711119981023098,-7.32765749273371,-7.499042443012831
1995,ac,15 a 19 anos,-7.096972568772648,-6.107053148718684,-6.4875665168208485
1995,ac,20 a 24 anos,-6.9919572230641815,-5.9214404420677775,-6.320835081270207
1995,ac,25 a 29 anos,-6.831837003120309,-5.555081830041806,-6.008983072099492
1995,ac,30 a 34 anos,-6.60280225707207,-5.859609928596694,-6.164334273823699
1995,ac,35 a 39 anos,-6.629332890315612,-5.269573221285281,-5.735223705826111
1995,ac,40 a 44 anos,-5.964759454339368,-5.148630828644851,-5.465593040662576
1995,ac,45 a 49 anos,-5.4252012751981065,-4.968849171084522,-5.16266024327919
1995,ac,50 a 54 anos,-5.258743920303291,-4.695239879952155,-4.927214458448094
1995,ac,55 a 59 anos,-4.899421963120581,-4.412460469725092,-4.617229030155551
1995,ac,60 a 64 anos,-4.312457456131611,-3.970296289088921,-4.117594325927308
1995,ac,65 a 69 anos,-4.005974417299875,-3.663572164305365,-3.8016586819910385
1995,ac,70 a 74 anos,-3.675385889569818,-3.2676135585342925,-3.430819167206351
1995,ac,75 a 79 anos,-3.1901417675861454,-2.8231282071219232,-2.975167638229963
1995,ac,80 anos ou mais,-2.3118350434719663,-2.017965236111076,-2.159233641144086
1996,ac,Menos de 1 ano,-3.5472568073425763,-3.4770105994370426,-3.510161846592563
1996,ac,1 a 4 anos,-6.693466125117337,-6.551748759678965,-6.619363617949917
1996,ac,5 a 9 anos,-7.855368730023583,-7.106243044407728,-7.409006302643545
1996,ac,10 a 14 anos,-7.799329446174237,-7.29654461421117,-7.513804134961488
1996,ac,15 a 19 anos,-7.226144724511359,-6.34638725462412,-6.695037550202316
1996,ac,20 a 24 anos,-6.553859284439925,-5.9487667384476834,-6.206871766663199
1996,ac,25 a 29 anos,-6.22901809015835,-5.653378458974468,-5.903644888677937
1996,ac,30 a 34 anos,-6.357643150764026,-5.813037069759589,-6.049471280404971
1996,ac,35 a 39 anos,-6.101848751336994,-5.5252481889035945,-5.773631594583632
1996,ac,40 a 44 anos,-6.275183856639734,-5.256329814510497,-5.630667341507802
1996,ac,45 a 49 anos,-5.869755400600232,-5.015557210443433,-5.340067611336361
1996,ac,50 a 54 anos,-5.41492929206174,-4.626071233509431,-4.932190977233206
1996,ac,55 a 59 anos,-4.53153088303419,-4.426320755494172,-4.475949377319839
1996,ac,60 a 64 anos,-4.463987501245252,-4.311366437287245,-4.381412031564344
1996,ac,65 a 69 anos,-3.9147553745360577,-3.663019045695182,-3.767715225198673
1996,ac,70 a 74 anos,-3.7147411772018053,-3.352675335863419,-3.5001196364031695
1996,ac,75 a 79 anos,-2.8574950508225423,-2.817627306903929,-2.836264555680326
1996,ac,80 anos ou mais,-2.2773485829833713,-2.2374722683610266,-2.2577716349467436
1997,ac,Menos de 1 ano,-3.789925118620489,-3.5040547671018634,-3.6328516226442775
1997,ac,1 a 4 anos,-6.747720413814506,-6.70975053516857,-6.728357218650652
1997,ac,5 a 9 anos,-7.950553187623747,-7.193767743324892,-7.499263226858138
1997,ac,10 a 14 anos,-7.980485023834784,-7.3584717669582975,-7.6181779855999725
1997,ac,15 a 19 anos,-7.05077100174631,-6.3670678744882485,-6.653246116969386
1997,ac,20 a 24 anos,-7.415909756222414,-5.815422847540262,-6.326249217995438
1997,ac,25 a 29 anos,-6.909906949541267,-5.739354603519093,-6.1684382254122925
1997,ac,30 a 34 anos,-6.266634724283288,-5.681625330985455,-5.93305132793112
1997,ac,35 a 39 anos,-6.599107052460089,-5.357464971704079,-5.800063292294431
1997,ac,40 a 44 anos,-5.853240365226823,-5.33242874568872,-5.55448566677577
1997,ac,45 a 49 anos,-5.624950228759326,-4.948320990453129,-5.220236520221542
1997,ac,50 a 54 anos,-5.275175955069314,-4.9874736163059605,-5.1172281429638184
1997,ac,55 a 59 anos,-4.826194648790189,-4.611121202567072,-4.709894947402569
1997,ac,60 a 64 anos,-4.4249992223607695,-4.0731414138250495,-4.226561571996677
1997,ac,65 a 69 anos,-3.8704814769681057,-3.7409400069859102,-3.796996324831877
1997,ac,70 a 74 anos,-3.699406578537171,-3.153987409158486,-3.3650840292014466
1997,ac,75 a 79 anos,-2.8215739464070415,-2.6763730919983932,-2.739333398443605
1997,ac,80 anos ou mais,-2.6057788770015673,-2.026386652321028,-2.283533834083911
1998,ac,Menos de 1 ano,-3.548791660782781,-3.2047620945574438,-3.3592775023395944
1998,ac,1 a 4 anos,-6.901333470842006,-6.528368863829452,-6.695635017483302
1998,ac,5 a 9 anos,-7.6173882432820506,-7.520842028943444,-7.567601465365367
1998,ac,10 a 14 anos,-7.61989306739089,-7.422669068239983,-7.515156641892302
1998,ac,15 a 19 anos,-7.456696159404735,-6.314025063637667,-6.732320557198304
1998,ac,20 a 24 anos,-6.909603567571633,-5.8323414177097845,-6.23357840403987
1998,ac,25 a 29 anos,-6.686577658284275,-5.97070174023892,-6.269813051908827
1998,ac,30 a 34 anos,-6.683851139868494,-5.461050023768355,-5.898822583167383
1998,ac,35 a 39 anos,-6.118310027454158,-5.636338748019401,-5.850447372098688
1998,ac,40 a 44 anos,-6.148160580991205,-5.16468154319359,-5.532974012040591
1998,ac,45 a 49 anos,-5.854528711938101,-5.091878855801957,-5.392001400879637
1998,ac,50 a 54 anos,-5.192377511004349,-4.87627158815668,-5.018532129352368
1998,ac,55 a 59 anos,-4.790096339603065,-4.398260115674056,-4.5704637239286345
1998,ac,60 a 64 anos,-4.601788934233643,-4.118451946852791,-4.322924974338313
1998,ac,65 a 69 anos,-4.08618136307436,-3.675469507601116,-3.8397454888277673
1998,ac,70 a 74 anos,-3.672657778588096,-3.2866566184079975,-3.4438882658123005
1998,ac,75 a 79 anos,-3.0391251916591218,-2.8628305509964904,-2.9373512424661503
1998,ac,80 anos ou mais,-2.4778769922492434,-2.0865289149202844,-2.2687978670158437
1999,ac,Menos de 1 ano,-3.7779339660583777,-3.6991133668661687,-3.7361971596812076
1999,ac,1 a 4 anos,-6.960826116200659,-6.912841980725912,-6.936294338625632
1999,ac,5 a 9 anos,-8.067848064466352,-7.706109012633641,-7.869554555053931
1999,ac,10 a 14 anos,-7.767525953012907,-7.214932654038033,-7.4498756261675725
1999,ac,15 a 19 anos,-7.389536021279918,-6.6421903832497575,-6.948585376936787
1999,ac,20 a 24 anos,-7.267001274695157,-6.1636103074132595,-6.571483506634401
1999,ac,25 a 29 anos,-6.939186731792756,-5.954068402497576,-6.335031583701696
1999,ac,30 a 34 anos,-6.681922343441425,-5.631166365229412,-6.027317037128993
1999,ac,35 a 39 anos,-6.366449290859752,-5.820286885969482,-6.0592006266034195
1999,ac,40 a 44 anos,-6.3705741059688235,-5.37935264861139,-5.751267254900174
1999,ac,45 a 49 anos,-5.732325862189516,-4.797283731269981,-5.148522154656039
1999,ac,50 a 54 anos,-5.444605931782789,-4.993328211988388,-5.190053852834461
1999,ac,55 a 59 anos,-4.847088453481952,-4.7421617477340705,-4.792308887077272
1999,ac,60 a 64 anos,-4.477332946658705,-4.07355621199438,-4.249541965722609
1999,ac,65 a 69 anos,-4.339564683015011,-3.968722179293247,-4.119382703300069
1999,ac,70 a 74 anos,-3.747960454028397,-3.24229085399666,-3.44181253193077
1999,ac,75 a 79 anos,-3.3013206074685737,-3.1192196053064905,-3.1948185381187946
1999,ac,80 anos ou mais,-2.466094842306484,-2.379146439190852,-2.422683086971605
2000,ac,Menos de 1 ano,-3.759169932956602,-3.2577131269362054,-3.470218441617209
2000,ac,1 a 4 anos,-6.6018264414234435,-6.575270430987528,-6.588320411945298
2000,ac,5 a 9 anos,-8.177038181703455,-7.123700571086713,-7.514911540728903
2000,ac,10 a 14 anos,-7.934603001420936,-7.96302503813792,-7.94891499290241
2000,ac,15 a 19 anos,-7.475846328405989,-6.356526634216951,-6.767970609076033
2000,ac,20 a 24 anos,-7.116041173845276,-5.915882817442196,-6.347123823916328
2000,ac,25 a 29 anos,-6.618293846630321,-5.693504612693104,-6.057346816453747
2000,ac,30 a 34 anos,-6.390660042202591,-5.835289091532415,-6.076771886843566
2000,ac,35 a 39 anos,-6.3658338699519925,-5.255736012762519,-5.670074265551962
2000,ac,40 a 44 anos,-5.875632731582878,-5.434334701742977,-5.628858067849143
2000,ac,45 a 49 anos,-5.431337264745237,-5.115805315420713,-5.257787385462479
2000,ac,50 a 54 anos,-5.2466388888726785,-4.735446285891951,-4.955763611863218
2000,ac,55 a 59 anos,-4.735701800755786,-4.418679952321923,-4.562311613842418
2000,ac,60 a 64 anos,-4.539457642622718,-4.078557956291462,-4.2775011921334825
2000,ac,65 a 69 anos,-4.124742039406477,-3.83710126281892,-3.957226874858263
2000,ac,70 a 74 anos,-3.78530674444218,-3.316065115779803,-3.503842349147501
2000,ac,75 a 79 anos,-2.9663576648740877,-2.9351986670130166,-2.9482540975136318
2000,ac,80 anos ou mais,-2.2783708348734515,-2.3261155904042403,-2.3010764178273253
2001,ac,Menos de 1 ano,-3.8515193440376416,-3.6179151027218266,-3.7255256110285706
2001,ac,1 a 4 anos,-6.790719468120679,-6.9390502004180785,-6.862999914459101
2001,ac,5 a 9 anos,-7.7836485180630275,-8.560548147442292,-8.10122336497057
2001,ac,10 a 14 anos,-7.611843711982722,-7.215247255821808,-7.391247524505164
2001,ac,15 a 19 anos,-7.138372888825204,-6.518935061167319,-6.781926995707036
2001,ac,20 a 24 anos,-7.054235480437745,-5.791463766914706,-6.2367339699526365
2001,ac,25 a 29 anos,-6.803001161698797,-5.819843290557449,-6.2001358941215905
2001,ac,30 a 34 anos,-6.957135941329551,-5.623625691032592,-6.087309414836545
2001,ac,35 a 39 anos,-6.371633927118863,-5.4333863728301015,-5.801075274455023
2001,ac,40 a 44 anos,-6.171320730106312,-5.37656095057984,-5.693935609500255
2001,ac,45 a 49 anos,-6.002121128843509,-5.188726930655629,-5.507360426100127
2001,ac,50 a 54 anos,-4.952604648032865,-4.856504445354542,-4.903011293567377
2001,ac,55 a 59 anos,-4.906948543840003,-4.709478332933513,-4.801876014488218
2001,ac,60 a 64 anos,-4.604648941540825,-3.908242003482442,-4.1892508017544845
2001,ac,65 a 69 anos,-4.112443580180417,-3.9072910677736763,-3.996874957339655
2001,ac,70 a 74 anos,-3.8218413284202777,-3.258452680641728,-3.479341093625437
2001,ac,75 a 79 anos,-3.1233761052463596,-2.829178374471838,-2.947717172806571
2001,ac,80 anos ou mais,-2.360018172503391,-2.0713829225480347,-2.2088104777722815
2002,ac,Menos de 1 ano,-4.033141914500097,-3.6920921097870503,-3.8441672873899115
2002,ac,1 a 4 anos,-7.140707646997997,-6.910037412994248,-7.017295599616534
2002,ac,5 a 9 anos,-7.938824806171538,-7.477397754198696,-7.679697925182785
2002,ac,10 a 14 anos,-7.985697811080817,-7.665542555704675,-7.810630627160677
2002,ac,15 a 19 anos,-7.883184844625138,-6.050497333755106,-6.596394021921695
2002,ac,20 a 24 anos,-6.998850354833211,-5.884265757793098,-6.2946520210499495
2002,ac,25 a 29 anos,-6.770499660972947,-5.953997900524775,-6.285313966857856
2002,ac,30 a 34 anos,-6.579458066003049,-5.710481154206842,-6.056847186332064
2002,ac,35 a 39 anos,-6.4879096006103785,-5.343973947648606,-5.765743312125286
2002,ac,40 a 44 anos,-6.05139124905752,-5.205296557675602,-5.538602469719477
2002,ac,45 a 49 anos,-5.778547910450325,-4.996456125991946,-5.306390668272702
2002,ac,50 a 54 anos,-5.664686979919438,-4.858334197382933,-5.180130006033468
2002,ac,55 a 59 anos,-5.252850515302799,-4.419022880023624,-4.74560371497286
2002,ac,60 a 64 anos,-4.498406563417497,-4.111206604857889,-4.281678582425723
2002,ac,65 a 69 anos,-4.243063048918651,-3.840606858607224,-4.008984677866665
2002,ac,70 a 74 anos,-3.651761663035378,-3.2446165450990927,-3.41303117044914
2002,ac,75 a 79 anos,-3.1983665093507136,-2.9192882612117415,-3.0341813366528285
2002,ac,80 anos ou mais,-2.4480084939076003,-2.27163058223895,-2.357964926835856
2003,ac,Menos de 1 ano,-3.9684429959625533,-3.8343584201595786,-3.895580879164209
2003,ac,1 a 4 anos,-6.9882384517798375,-6.946604271216368,-6.966931561332814
2003,ac,5 a 9 anos,-7.682636264044483,-7.359328256998628,-7.5062790145648774
2003,ac,10 a 14 anos,-8.550241716643143,-7.26607146765691,-7.706897712629096
2003,ac,15 a 19 anos,-7.466326375789686,-6.507691191678235,-6.876979071806649
2003,ac,20 a 24 anos,-7.180768920439944,-5.835832614243523,-6.298347816580837
2003,ac,25 a 29 anos,-6.812106132400815,-5.90340587023003,-6.262468406516792
2003,ac,30 a 34 anos,-6.856438655554041,-5.930620882857455,-6.293970609830217
2003,ac,35 a 39 anos,-6.530077301948155,-5.626984823374023,-5.9836856896169435
2003,ac,40 a 44 anos,-6.065911856150354,-5.399622472368066,-5.676349709205255
2003,ac,45 a 49 anos,-6.053762337263641,-4.998895666188442,-5.385744359953448
2003,ac,50 a 54 anos,-5.481134904857506,-4.834332648719527,-5.105469119155961
2003,ac,55 a 59 anos,-4.90805728945294,-4.422803080146635,-4.632787637146091
2003,ac,60 a 64 anos,-4.561094732117487,-4.14547947722797,-4.3269595846712505
2003,ac,65 a 69 anos,-4.000748159090622,-3.803134650915874,-3.892840919852106
2003,ac,70 a 74 anos,-3.78627665537368,-3.3327087936348665,-3.5190915399507854
2003,ac,75 a 79 anos,-3.023918522956511,-2.8252378879031235,-2.910559572073125
2003,ac,80 anos ou mais,-2.430728642771893,-2.258634774797324,-2.3429372639890285
2004,ac,Menos de 1 ano,-4.113644297880829,-3.7151967624313116,-3.886765527449003
2004,ac,1 a 4 anos,-6.76677638507479,-6.825218163661453,-6.796013854312252
2004,ac,5 a 9 anos,-7.9629756951070165,-7.508321545047574,-7.707283188123069
2004,ac,10 a 14 anos,-7.882641940913027,-7.553847838041837,-7.702523566428068
2004,ac,15 a 19 anos,-7.9110337391391,-6.581103033981121,-7.040467192408619
2004,ac,20 a 24 anos,-6.726921139256441,-6.031288759181994,-6.320225931194949
2004,ac,25 a 29 anos,-6.96704128913567,-5.807986038552828,-6.23378057055152
2004,ac,30 a 34 anos,-7.203898502920582,-5.956912431454633,-6.402948210636393
2004,ac,35 a 39 anos,-6.429144159645217,-5.655355433848935,-5.972166930190825
2004,ac,40 a 44 anos,-6.170910048209299,-5.398129557103505,-5.709834967776939
2004,ac,45 a 49 anos,-5.730728325339813,-5.131123612730631,-5.3827266479505695
2004,ac,50 a 54 anos,-5.1462060768510405,-4.841008936890452,-4.982099233646165
2004,ac,55 a 59 anos,-4.867352171441961,-4.473650791127627,-4.648421501539027
2004,ac,60 a 64 anos,-4.5709920039068095,-4.125811382983587,-4.318536407944918
2004,ac,65 a 69 anos,-4.20723337860357,-3.8584358433768844,-4.011443399069904
2004,ac,70 a 74 anos,-3.8991842181363525,-3.1863658080059882,-3.4594883447913
2004,ac,75 a 79 anos,-2.9136846106089487,-2.7127892105092544,-2.8002877449714987
2004,ac,80 anos ou mais,-2.445052204081743,-2.156851585422742,-2.2939247543100847
2005,ac,Menos de 1 ano,-3.956807509199169,-3.791440488375335,-3.8682285610229603
2005,ac,1 a 4 anos,-6.634926477059338,-6.463535425566143,-6.5442297762075565
2005,ac,5 a 9 anos,-7.975051139574751,-7.523783440471977,-7.721075819593385
2005,ac,10 a 14 anos,-7.839196474255815,-7.530469779789949,-7.6708439695365085
2005,ac,15 a 19 anos,-7.39886509049935,-6.702722120005564,-6.991903222058352
2005,ac,20 a 24 anos,-7.181361137084356,-6.09485839900923,-6.497757355520809
2005,ac,25 a 29 anos,-6.931686719427289,-6.128938711172993,-6.455855223324148
2005,ac,30 a 34 anos,-6.61655491967066,-5.871383991283653,-6.179907925170764
2005,ac,35 a 39 anos,-6.5403047324699966,-5.888065571099528,-6.164152210900139
2005,ac,40 a 44 anos,-6.154658996635409,-5.319486654079657,-5.650757517363575
2005,ac,45 a 49 anos,-5.654791105752657,-4.887532828392322,-5.195117953697808
2005,ac,50 a 54 anos,-5.312371465160342,-4.970197222436295,-5.1273112492147375
2005,ac,55 a 59 anos,-5.132864474029581,-4.571566012966612,-4.8093956275916
2005,ac,60 a 64 anos,-4.915223490360263,-4.033912819978998,-4.370374810736605
2005,ac,65 a 69 anos,-4.132862490735139,-3.7780214413985282,-3.93555632668206
2005,ac,70 a 74 anos,-3.6129454098513993,-3.3430214465017456,-3.461642197387142
2005,ac,75 a 79 anos,-3.066449535423164,-2.631900002023152,-2.8098915610039583
2005,ac,80 anos ou mais,-2.382145450238417,-2.0910396366750423,-2.2293353701293395
2006,ac,Menos de 1 ano,-3.9612488045423944,-3.8061870351078544,-3.8789527511310626
2006,ac,1 a 4 anos,-6.799126891166228,-7.140256934207774,-6.9580744890642
2006,ac,5 a 9 anos,-7.913018611888773,-7.811179051380284,-7.860031594017474
2006,ac,10 a 14 anos,-7.682422322291788,-7.7100325655346555,-7.696322786485081
2006,ac,15 a 19 anos,-8.10593671831654,-6.475548485020732,-6.990821731324767
2006,ac,20 a 24 anos,-7.245496667034622,-5.891086329982832,-6.355013490440336
2006,ac,25 a 29 anos,-7.378758298963353,-6.014150940317742,-6.485987361719565
2006,ac,30 a 34 anos,-6.869373259942537,-5.88521431944301,-6.266019701239961
2006,ac,35 a 39 anos,-6.4806897394978025,-5.728089182199049,-6.037392827216487
2006,ac,40 a 44 anos,-6.3580972615075835,-5.5117365087644075,-5.846771912587244
2006,ac,45 a 49 anos,-5.770099441168106,-5.1721712196260645,-5.424356234108553
2006,ac,50 a 54 anos,-5.3069392600386545,-4.871193497122089,-5.066865027810122
2006,ac,55 a 59 anos,-4.822953559734398,-4.659227697070323,-4.736574641083191
2006,ac,60 a 64 anos,-4.660969187107993,-4.196122151328775,-4.396111216909166
2006,ac,65 a 69 anos,-3.991352300029075,-3.6852865550321314,-3.824986097753914
2006,ac,70 a 74 anos,-3.8113230192799095,-3.322291191177492,-3.5251997745721835
2006,ac,75 a 79 anos,-3.216789376769303,-2.6353869553634257,-2.8660736660316615
2006,ac,80 anos ou mais,-2.47684415628182,-2.2396483091290182,-2.353859587688618
2007,ac,Menos de 1 ano,-3.975029741737231,-3.692718230421105,-3.819413401137071
2007,ac,1 a 4 anos,-7.191674684462473,-7.030705284299851,-7.106532087275819
2007,ac,5 a 9 anos,-8.484709844292126,-7.70885791114828,-8.016925069128373
2007,ac,10 a 14 anos,-8.295756392023613,-7.534773975990166,-7.839584639089897
2007,ac,15 a 19 anos,-7.522024164817882,-6.489536906852839,-6.878737397060449
2007,ac,20 a 24 anos,-7.035270968508855,-6.227519853483727,-6.55209569407953
2007,ac,25 a 29 anos,-6.814228966820837,-5.883319487487032,-6.248656312807391
2007,ac,30 a 34 anos,-6.876811907453353,-6.021270930883064,-6.365117193446474
2007,ac,35 a 39 anos,-6.6610077793163684,-5.772208149642112,-6.123092094747031
2007,ac,40 a 44 anos,-6.056194595032272,-5.646419536289259,-5.830091457875719
2007,ac,45 a 49 anos,-6.031854714607447,-5.054928943196952,-5.42516144900336
2007,ac,50 a 54 anos,-5.501426480103982,-4.727625360432821,-5.044793363949286
2007,ac,55 a 59 anos,-4.773251291854579,-4.570313465676155,-4.665209019729195
2007,ac,60 a 64 anos,-4.56170816986404,-4.172014658314806,-4.343153779571281
2007,ac,65 a 69 anos,-4.308341914087264,-3.744677732744662,-3.9859694410073385
2007,ac,70 a 74 anos,-3.757473541789738,-3.221329750989164,-3.4421570294664954
2007,ac,75 a 79 anos,-3.3378056032689396,-2.9112934564704505,-3.090779466540233
2007,ac,80 anos ou mais,-2.485710427167463,-2.2739573332406327,-2.3765442200262608
2008,ac,Menos de 1 ano,-4.16886112182366,-3.9095600818722787,-4.026074615832675
2008,ac,1 a 4 anos,-6.996645874825498,-6.965489448212003,-6.980660496484003
2008,ac,5 a 9 anos,-7.868176629337308,-7.975634234853629,-7.921518408633538
2008,ac,10 a 14 anos,-8.426664312511297,-7.655496261712014,-7.96350352885168
2008,ac,15 a 19 anos,-7.641309127732676,-6.637056721309424,-7.018734504586824
2008,ac,20 a 24 anos,-7.333100260668577,-6.017372299779506,-6.472877691822258
2008,ac,25 a 29 anos,-7.3566107261612235,-5.820960518070723,-6.325751200654816
2008,ac,30 a 34 anos,-6.959731210929804,-5.874600493700882,-6.283072126005984
2008,ac,35 a 39 anos,-6.666807836483255,-5.659981046694459,-6.043629425766439
2008,ac,40 a 44 anos,-6.176554072252707,-5.361516332474676,-5.6878764355150215
2008,ac,45 a 49 anos,-5.701852033367513,-5.141574809455463,-5.381485690345176
2008,ac,50 a 54 anos,-5.3398533117608205,-4.870906656680127,-5.080901877581194
2008,ac,55 a 59 anos,-5.08946147350998,-4.470120919244281,-4.72837752366126
2008,ac,60 a 64 anos,-4.507324287651426,-4.0998040502824376,-4.277824910272842
2008,ac,65 a 69 anos,-4.098373754287321,-3.8216233278236533,-3.951832594082726
2008,ac,70 a 74 anos,-3.9988025384138504,-3.508115617744725,-3.7141669589494697
2008,ac,75 a 79 anos,-3.236929060356017,-2.7893250187359855,-2.978616317131894
2008,ac,80 anos ou mais,-2.5460302360112257,-2.263712559170897,-2.3979763120674553
2009,ac,Menos de 1 ano,-4.087581548433727,-3.8604451755428753,-3.963035886671832
2009,ac,1 a 4 anos,-6.804171344993646,-6.969266483611212,-6.884966210700961
2009,ac,5 a 9 anos,-8.285717181913185,-8.432928882557274,-8.358167890924047
2009,ac,10 a 14 anos,-8.251541021878916,-8.037583311568346,-8.137402350918428
2009,ac,15 a 19 anos,-7.249768466881518,-6.448520879030051,-6.771475391954205
2009,ac,20 a 24 anos,-7.612505285502324,-6.142210877504004,-6.628287199060865
2009,ac,25 a 29 anos,-6.838601409653607,-5.954760706627262,-6.3062897382980045
2009,ac,30 a 34 anos,-6.930802214269676,-5.905038558259926,-6.2982408233744795
2009,ac,35 a 39 anos,-6.279979932302696,-5.8916986280322945,-6.067720883907464
2009,ac,40 a 44 anos,-6.074324168303343,-5.906929617540603,-5.987147364666917
2009,ac,45 a 49 anos,-5.540206368571152,-5.334427377814096,-5.431685220810897
2009,ac,50 a 54 anos,-5.375298272051251,-4.895633707204286,-5.11046402910833
2009,ac,55 a 59 anos,-4.946407890311166,-4.398006919090442,-4.631353940246631
2009,ac,60 a 64 anos,-4.5125725506025045,-4.145376477906454,-4.307521181501673
2009,ac,65 a 69 anos,-4.302365206921862,-3.918415381972483,-4.0953153957222055
2009,ac,70 a 74 anos,-3.770644568164867,-3.3608949001188275,-3.538010338345167
2009,ac,75 a 79 anos,-3.3979641908189033,-2.7736320098064238,-3.027135549414029
2009,ac,80 anos ou mais,-2.61521013088102,-2.312410320734612,-2.4555883593463887
2010,ac,Menos de 1 ano,-4.156755822343502,-3.961635876349044,-4.051330367903061
2010,ac,1 a 4 anos,-6.9310159725567475,-7.155365075804314,-7.03926189585842
2010,ac,5 a 9 anos,-7.71000596147894,-8.566173813638052,-8.058302963538956
2010,ac,10 a 14 anos,-8.110034342045637,-7.657530309377443,-7.855396468118852
2010,ac,15 a 19 anos,-7.381475949794992,-6.367199121057818,-6.751530226909463
2010,ac,20 a 24 anos,-7.171457679085706,-6.263767774981629,-6.617730037921848
2010,ac,25 a 29 anos,-6.909195417954638,-6.058673777570574,-6.400168452265078
2010,ac,30 a 34 anos,-6.811678138472017,-5.790818820123155,-6.183049757451242
2010,ac,35 a 39 anos,-6.52799968784457,-5.672233074602636,-6.012125696333528
2010,ac,40 a 44 anos,-6.239325726334476,-5.59641795031166,-5.867445292437107
2010,ac,45 a 49 anos,-5.948862513974076,-5.050427055137907,-5.401312410626313
2010,ac,50 a 54 anos,-5.428134975053558,-4.858323550895411,-5.108066365469719
2010,ac,55 a 59 anos,-4.822568872056994,-4.508446727273679,-4.651074627580775
2010,ac,60 a 64 anos,-4.337018372588949,-4.1409384849558055,-4.231588612994034
2010,ac,65 a 69 anos,-4.323304498857751,-3.8418098775359666,-4.059933283239488
2010,ac,70 a 74 anos,-3.8920785959294495,-3.393194428799356,-3.6046710157678237
2010,ac,75 a 79 anos,-3.4011973816621563,-2.9363899418348747,-3.1360352926850705
2010,ac,80 anos ou mais,-2.520563814355277,-2.2833990979710097,-2.3974289636269464
2011,ac,Menos de 1 ano,-4.316444090472975,-4.177872732524531,-4.242506362312927
2011,ac,1 a 4 anos,-7.234161879451598,-6.756045540452805,-6.961911690818279
2011,ac,5 a 9 anos,-7.884282200178412,-7.998488652640694,-7.941046054862378
2011,ac,10 a 14 anos,-7.770782656015522,-8.051946777312526,-7.903612536834038
2011,ac,15 a 19 anos,-7.340026757675297,-6.326963788690814,-6.709871677979215
2011,ac,20 a 24 anos,-7.765956325139334,-6.214676049940444,-6.71448906884353
2011,ac,25 a 29 anos,-7.218718193784489,-6.086102450940286,-6.505295901012102
2011,ac,30 a 34 anos,-6.84822199523301,-5.914265326583409,-6.282570007954134
2011,ac,35 a 39 anos,-6.346760017970902,-5.612015969732122,-5.914669831563262
2011,ac,40 a 44 anos,-6.131632136228874,-5.400995321974306,-5.701848221845746
2011,ac,45 a 49 anos,-5.960427244936413,-5.156289619754627,-5.479336836892508
2011,ac,50 a 54 anos,-5.259863341187803,-4.884821437824988,-5.057892662368381
2011,ac,55 a 59 anos,-4.966860142061058,-4.579229436955621,-4.752276092455576
2011,ac,60 a 64 anos,-4.7456460770435775,-4.302680434399689,-4.495113913295269
2011,ac,65 a 69 anos,-4.26987818187245,-3.7007432139120775,-3.9522098304720665
2011,ac,70 a 74 anos,-3.57482753334701,-3.26218312241437,-3.402474972591447
2011,ac,75 a 79 anos,-3.3607473541980655,-2.8710693837235417,-3.0811605035180256
2011,ac,80 anos ou mais,-2.4551407276902246,-2.1556484025655,-2.298122989419115
2012,ac,Menos de 1 ano,-4.155902455221539,-4.06914224768369,-4.109976009984366
2012,ac,1 a 4 anos,-7.2736728736776195,-6.863178444055159,-7.043319141792937
2012,ac,5 a 9 anos,-7.945229753570738,-8.326891516200247,-8.122230437789096
