Grupo Etário,Local,Sexo,RMSE,MAPE,Peso ARIMA,Peso ETS
20-24,Sudeste,Ambos,0.0542109170834086,0.6128014639036858,2.094513831445677,-1.0945138314456768
25-29,Sudeste,Ambos,0.1263575256240538,1.4369327042151987,-3.3055849227610343,4.305584922761034
30-34,Sudeste,Ambos,0.1746215062657663,2.100365235444467,4.199814430044984,-3.1998144300449844
35-39,Sudeste,Ambos,0.22247519809808,2.5353656928068853,-3.236393167418643,4.236393167418643
40-44,Sudeste,Ambos,0.2534922700755972,3.3735712616781397,4.070418476715139,-3.0704184767151386
45-49,Sudeste,Ambos,0.2549060295347449,3.445709478036448,-2.9269935369367275,3.926993536936728
50-54,Sudeste,Ambos,0.2090158549546218,2.7244912658674507,-3.1821227509198096,4.18212275091981
55-59,Sudeste,Ambos,0.2094834415474604,2.965951000059184,-2.9326379598300125,3.932637959830013
60-64,Sudeste,Ambos,0.1811549737829416,2.8376138838499934,-0.1596436686794461,1.159643668679446
65-69,Sudeste,Ambos,0.1981451758749663,4.037932469084109,4.300025417547835,-3.300025417547835
70-74,Sudeste,Ambos,0.1650418216846097,3.5759689168528936,-4.014302263088895,5.014302263088895
75-79,Sudeste,Ambos,0.1310813418748636,3.265301627354458,-2.1119050378531705,3.1119050378531705
80-84,Sudeste,Ambos,0.1197364450666158,3.838837327963758,-3.107294647088211,4.107294647088211
85-89,Sudeste,Ambos,0.1010052711383708,3.895187794636343,-3.0861677357186146,4.086167735718615
90+,Sudeste,Ambos,0.0849173398206876,4.467401972919026,3.798367556579336,-2.798367556579336
0,Sul,Ambos,0.0479919485340524,0.7360098533993287,-1.2788093240350646,2.2788093240350644
1-4,Sul,Ambos,0.1317214980855798,1.1643638311035962,-3.084248178001119,4.084248178001118
5-9,Sul,Ambos,0.1719566825837779,1.6978751117406716,3.2178376356716183,-2.2178376356716183
10-14,Sul,Ambos,0.0660385255765351,0.5780004360999181,1.4515982320489995,-0.4515982320489997
15-19,Sul,Ambos,0.0524391677035505,0.6447258904823531,0.5187213107279856,0.4812786892720144
20-24,Sul,Ambos,0.0777630765977251,0.993003841415874,0.1003548100565238,0.8996451899434761
25-29,Sul,Ambos,0.1016765708673137,0.9375541135995172,1.3953604539846785,-0.3953604539846784
30-34,Sul,Ambos,0.2251123431215948,2.7202716914400704,-4.523930643391914,5.523930643391914
35-39,Sul,Ambos,0.2042084819207866,2.1056539916429107,3.4720801810144324,-2.4720801810144324
40-44,Sul,Ambos,0.19337417621737,1.910753103572005,2.876020593888972,-1.876020593888972
45-49,Sul,Ambos,0.2451286393223142,2.759062085071521,3.317310935862257,-2.317310935862257
50-54,Sul,Ambos,0.2491437376117931,3.5006441172219493,-3.42319557260471,4.42319557260471
55-59,Sul,Ambos,0.232838495524372,3.4557342187335123,-2.0543004332361483,3.0543004332361483
60-64,Sul,Ambos,0.1734349447416302,2.600379337670278,-2.4418781557880505,3.4418781557880505
65-69,Sul,Ambos,0.1977374709097571,3.874178944762351,3.94855285706442,-2.94855285706442
70-74,Sul,Ambos,0.1590565572732049,3.249494658629469,-3.7228596703965136,4.722859670396513
75-79,Sul,Ambos,0.1240118049599096,2.837173251555668,1.7752350102240315,-0.7752350102240315
80-84,Sul,Ambos,0.1201878559074596,3.5075079661505213,-3.37611387311126,4.37611387311126
85-89,Sul,Ambos,0.1040756573122023,3.7083210969393967,1.5869415666463802,-0.5869415666463802
90+,Sul,Ambos,0.0780322353911909,3.948822133513519,-1.8889977351240876,2.888997735124088
0,Centro-Oeste,Ambos,0.1607547709923958,2.9090912818755643,4.749127552787391,-3.749127552787391
1-4,Centro-Oeste,Ambos,0.2120604924402356,2.2478987309977336,-2.953501067209872,3.953501067209872
5-9,Centro-Oeste,Ambos,0.1505647163679129,1.5050099736823406,4.0689611507635295,-3.068961150763529
10-14,Centro-Oeste,Ambos,0.06696859355396,0.6935165949175032,-2.593571186849629,3.593571186849629
15-19,Centro-Oeste,Ambos,0.0451421612768742,0.5847654688804683,0.4018662546955753,0.5981337453044246
20-24,Centro-Oeste,Ambos,0.0466454491725244,0.572506824949717,0.6330122714465423,0.3669877285534577
25-29,Centro-Oeste,Ambos,0.0835013979264127,0.8428017287830172,2.3501328021592376,-1.3501328021592376
30-34,Centro-Oeste,Ambos,0.1888655925333999,1.968460180761284,1.1857361878501165,-0.1857361878501164
35-39,Centro-Oeste,Ambos,0.2669478818513195,3.204618180508425,-3.934701387381252,4.934701387381252
40-44,Centro-Oeste,Ambos,0.2940323850067384,3.861643575983763,-4.217902141064028,5.217902141064028
45-49,Centro-Oeste,Ambos,0.2726569699698872,3.246515134265444,3.687716931974864,-2.6877169319748644
50-54,Centro-Oeste,Ambos,0.2948018774540474,4.179810232145632,-3.361300563484045,4.361300563484045
55-59,Centro-Oeste,Ambos,0.253539756612023,3.5222364316715677,4.374824209214683,-3.374824209214683
60-64,Centro-Oeste,Ambos,0.217223155580693,3.4863517725718958,-3.0005373893810128,4.000537389381012
65-69,Centro-Oeste,Ambos,0.2251643228185597,4.3622775141643375,-2.9279345984363854,3.927934598436386
70-74,Centro-Oeste,Ambos,0.1983843702031885,4.329796096358349,4.553709188934819,-3.55370918893482
75-79,Centro-Oeste,Ambos,0.1591966904924994,4.100814455068962,-3.520599221720612,4.520599221720612
80-84,Centro-Oeste,Ambos,0.1253120768961896,3.660083515186424,1.7408440730061965,-0.7408440730061963
85-89,Centro-Oeste,Ambos,0.1083999664142854,4.047758068753415,0.4464512910837757,0.5535487089162243
90+,Centro-Oeste,Ambos,0.086996907764377,4.466349448690909,-2.948312861940329,3.948312861940329
0,Rondônia,Ambos,0.0566519769585368,1.1812033503951394,-1.138925111474742,2.138925111474742
1-4,Rondônia,Ambos,0.3259344070610775,3.57795209381419,-3.02247456146822,4.022474561468219
5-9,Rondônia,Ambos,0.1738611192044219,1.8294789375825116,5.054844235190534,-4.054844235190534
10-14,Rondônia,Ambos,0.2834270477892967,2.9894859200306634,5.965965528304261,-4.965965528304261
15-19,Rondônia,Ambos,0.0447668343346221,0.6446918220842338,0.7221686279416759,0.2778313720583241
20-24,Rondônia,Ambos,0.1705223727471043,2.4451752588051066,-0.7156145692756689,1.7156145692756688
25-29,Rondônia,Ambos,0.3651399067720319,4.937887448397756,3.965569710877104,-2.965569710877104
30-34,Rondônia,Ambos,0.3240562593820907,4.68677175533862,-3.1071296734242058,4.107129673424206
35-39,Rondônia,Ambos,0.2688620228023564,3.102744420632278,1.7698788056181622,-0.7698788056181622
40-44,Rondônia,Ambos,0.328926114456147,4.638077303051546,4.15191413638732,-3.15191413638732
45-49,Rondônia,Ambos,0.3219694469629447,4.762334535703637,4.216646368397912,-3.216646368397912
50-54,Rondônia,Ambos,0.3028458802186758,4.228807231567099,1.458593965587987,-0.4585939655879869
55-59,Rondônia,Ambos,0.2751877685869734,3.628106446977857,-0.870692927459523,1.870692927459523
60-64,Rondônia,Ambos,0.3210947565686379,5.724533555908219,-3.0246353357206663,4.024635335720666
65-69,Rondônia,Ambos,0.3008667913401055,6.239032424503765,3.930949728775344,-2.930949728775344
70-74,Rondônia,Ambos,0.282165276109885,6.778945475971461,4.006360999736883,-3.0063609997368834
75-79,Rondônia,Ambos,0.1952629449531313,5.404420304841231,4.948672600455412,-3.948672600455412
80-84,Rondônia,Ambos,0.2113065825246736,7.226512968176809,-2.6262304112197468,3.6262304112197463
85-89,Rondônia,Ambos,0.1673978818638531,7.144589334783853,4.321030039503829,-3.321030039503829
90+,Rondônia,Ambos,0.1383085791542981,7.116288517452718,3.9112965732292913,-2.9112965732292917
0,Acre,Ambos,0.2650439658840361,5.047065479511268,1.1640457475732249,-0.1640457475732248
1-4,Acre,Ambos,0.1764691246304223,1.8769918477335168,-1.280066689609919,2.280066689609919
5-9,Acre,Ambos,0.1795442871744566,1.8925513594988184,1.6631759344179358,-0.6631759344179358
10-14,Acre,Ambos,0.2099449460757534,2.324764816765556,-3.904157505746751,4.904157505746751
15-19,Acre,Ambos,0.1699053602651965,2.221688993504552,0.6103317429159927,0.3896682570840073
20-24,Acre,Ambos,0.2024312593221797,2.898572836591176,-2.4965403856776214,3.4965403856776214
25-29,Acre,Ambos,0.1416929205533338,1.1433120139667077,2.2097089040277047,-1.2097089040277047
30-34,Acre,Ambos,0.0969333096022345,1.1503659675646896,0.2765407938812178,0.7234592061187821
35-39,Acre,Ambos,0.1881845775130244,2.235409933790536,-2.834496039257528,3.834496039257528
40-44,Acre,Ambos,0.2191281757200986,2.632482303296804,1.1136468109260995,-0.1136468109260997
45-49,Acre,Ambos,0.2282137351045616,3.3440923228686894,0.4009024908428154,0.5990975091571846
50-54,Acre,Ambos,0.2236811295641012,3.1700605856386024,0.0474880620032343,0.9525119379967656
55-59,Acre,Ambos,0.2437195704187715,3.7530002673126144,-0.8025142597124223,1.8025142597124224
60-64,Acre,Ambos,0.2455706009754239,4.678804225442174,3.731902157341471,-2.731902157341471
65-69,Acre,Ambos,0.2168614012991084,4.058257534422889,-1.5995998638445592,2.599599863844559
70-74,Acre,Ambos,0.2019315589110932,4.485097790568816,4.8919393491962095,-3.8919393491962095
75-79,Acre,Ambos,0.167621211968743,4.319788691889754,-3.317805427708449,4.317805427708449
80-84,Acre,Ambos,0.1318988605674729,3.9499993290388473,4.629156589287202,-3.629156589287202
85-89,Acre,Ambos,0.1161361003490652,4.6406937367631285,1.078186737748923,-0.0781867377489229
90+,Acre,Ambos,0.1186329473465255,6.1806912756234,0.8652475032724787,0.1347524967275213
0,Amazonas,Ambos,0.0733478096337688,1.3510887760918229,-0.5373735375026244,1.5373735375026245
1-4,Amazonas,Ambos,0.2264454509257367,2.643746005028368,6.153095685039127,-5.153095685039127
5-9,Amazonas,Ambos,0.1475999309358046,1.2746327772205834,4.932280018737181,-3.932280018737181
10-14,Amazonas,Ambos,0.0445430876540187,0.4526469737240938,0.9798769685244136,0.0201230314755862
15-19,Amazonas,Ambos,0.0991530581165641,1.0235789064632967,3.465587634104082,-2.465587634104082
20-24,Amazonas,Ambos,0.0738242048378423,0.8656767342248511,0.9260982579754152,0.0739017420245848
25-29,Amazonas,Ambos,0.12516793762368,1.4782005747651006,3.4753927847859307,-2.4753927847859307
30-34,Amazonas,Ambos,0.1749852469502123,2.1977794200430223,-4.210495546390475,5.210495546390475
35-39,Amazonas,Ambos,0.2709035761204463,3.436788180458557,-3.686679776078835,4.686679776078835
40-44,Amazonas,Ambos,0.3679335824935019,5.69821467407813,-3.053943402783106,4.053943402783106
45-49,Amazonas,Ambos,0.3499973148715338,5.012682214658324,3.7215490609717055,-2.721549060971705
50-54,Amazonas,Ambos,0.2914300264037507,3.984388553956309,-3.1659791727208924,4.165979172720892
55-59,Amazonas,Ambos,0.3918457208338451,6.89532613676153,3.6835339347227936,-2.6835339347227944
60-64,Amazonas,Ambos,0.3459181905884248,5.991329937376442,-4.207702258308951,5.207702258308951
65-69,Amazonas,Ambos,0.3339744490923043,6.532759564762896,0.3720314207680372,0.6279685792319627
70-74,Amazonas,Ambos,0.3362351747503528,7.860508907800807,4.39478280911816,-3.39478280911816
75-79,Amazonas,Ambos,0.2721455453887551,7.248823226061499,4.277586554347029,-3.277586554347029
80-84,Amazonas,Ambos,0.2486693769038925,8.157704300089378,4.250168357851597,-3.2501683578515967
85-89,Amazonas,Ambos,0.2027342091790158,8.243390320533514,3.625866671233819,-2.625866671233819
90+,Amazonas,Ambos,0.2383461613389369,13.83123269065542,-3.742202592025506,4.742202592025507
0,Roraima,Ambos,0.1770564081180695,3.475036001050817,2.0568692394485275,-1.0568692394485275
1-4,Roraima,Ambos,0.4006376295370563,4.881541505512608,-3.574091141099932,4.574091141099932
5-9,Roraima,Ambos,0.1721932216007073,1.722673469586073,0.4506758838819265,0.5493241161180735
10-14,Roraima,Ambos,0.1767408858604972,2.093049036819374,0.587873623559457,0.4121263764405429
15-19,Roraima,Ambos,0.0857963160166193,1.1222767117139063,1.9551691224590464,-0.9551691224590466
20-24,Roraima,Ambos,0.1110100012028447,1.5349276015948812,1.54143723801654,-0.54143723801654
25-29,Roraima,Ambos,0.1727743227752057,2.0861596014558628,0.1037632675404974,0.8962367324595025
30-34,Roraima,Ambos,0.1481941343371557,2.0033638379815013,-1.571708391558563,2.571708391558563
35-39,Roraima,Ambos,0.2514305603611652,3.3235352446266195,-0.2002653349260287,1.2002653349260286
40-44,Roraima,Ambos,0.2177367777666256,3.016359091229339,2.8125761140026304,-1.8125761140026304
45-49,Roraima,Ambos,0.3341472445281418,5.3245105078675135,-1.9799709566691144,2.9799709566691144
50-54,Roraima,Ambos,0.2932088898973861,3.9104118908967096,0.8802385451319727,0.1197614548680272
55-59,Roraima,Ambos,0.2512384041442984,3.603332782025926,4.075814281783378,-3.0758142817833782
60-64,Roraima,Ambos,0.2925620155633555,5.698193502789263,0.2676171401822378,0.7323828598177622
65-69,Roraima,Ambos,0.2405085210709448,4.356173546273896,0.77027098983164,0.22972901016836
70-74,Roraima,Ambos,0.2168273564699243,4.716111376403068,0.8254740772701288,0.1745259227298712
75-79,Roraima,Ambos,0.1861580687359746,4.756201946512403,0.297582045564874,0.7024179544351259
80-84,Roraima,Ambos,0.1547683395905817,4.661447259963771,0.8032087715800198,0.1967912284199802
85-89,Roraima,Ambos,0.1329717887173543,5.588019208078613,1.6214005551835131,-0.6214005551835131
90+,Roraima,Ambos,0.1139561087157433,6.22864762256071,4.3601877383852266,-3.3601877383852266
0,Pará,Ambos,0.0548609203951472,1.1311396467867791,4.562103411998747,-3.5621034119987467
1-4,Pará,Ambos,0.1608466024403813,1.808985734220924,-2.74820077026937,3.74820077026937
5-9,Pará,Ambos,0.1153454222689312,1.128452393733216,4.757424430702391,-3.7574244307023914
10-14,Pará,Ambos,0.0726334535200089,0.5776151540728726,0.3688305962939712,0.6311694037060287
15-19,Pará,Ambos,0.1389402086979183,1.9553980793702663,-3.3053990497756884,4.305399049775689
20-24,Pará,Ambos,0.2606031281544096,3.896893792135314,5.010859823681074,-4.010859823681074
25-29,Pará,Ambos,0.0520533824958431,0.7758934474201529,4.183210125735757,-3.183210125735757
30-34,Pará,Ambos,0.0362807052262064,0.5246297310219158,2.820210024618811,-1.8202100246188109
35-39,Pará,Ambos,0.0771838290398096,1.0538215473610897,-2.977333223794462,3.977333223794462
40-44,Pará,Ambos,0.131179815300371,1.788638524526021,-1.5367467997751982,2.536746799775198
45-49,Pará,Ambos,0.1540805273061057,2.4490830286725016,-1.7990791082640198,2.79907910826402
50-54,Pará,Ambos,0.2010225076202765,2.946928467785543,4.567562099093831,-3.5675620990938306
55-59,Pará,Ambos,0.1760784051020887,2.59838754656164,-0.5970832025463065,1.5970832025463064
60-64,Pará,Ambos,0.1977065961005801,3.45007063170187,-3.414210238087122,4.414210238087122
65-69,Pará,Ambos,0.220472823890104,4.232287689638148,0.9196902729879044,0.0803097270120954
70-74,Pará,Ambos,0.1762086529843203,3.720518832582796,-1.9597437726824936,2.9597437726824936
75-79,Pará,Ambos,0.1844931729811816,5.084710362827118,-2.470072666413196,3.470072666413196
80-84,Pará,Ambos,0.1568112706837205,5.129380532665237,-4.353689973667522,5.353689973667522
85-89,Pará,Ambos,0.1820393269250267,8.116211859013811,5.122418427778286,-4.122418427778286
90+,Pará,Ambos,0.1114953403653149,5.81986815769842,0.0848974406624514,0.9151025593375486
0,Amapá,Ambos,0.1056440040010392,2.265489458152784,0.920875953566176,0.079124046433824
1-4,Amapá,Ambos,0.2631367538736366,2.992315043007707,-1.487419621035073,2.487419621035073
5-9,Amapá,Ambos,0.3189885926969122,3.18983629407346,0.6804525056999537,0.3195474943000462
10-14,Amapá,Ambos,0.2330915698836706,2.2337955017834266,0.008289130160041,0.9917108698399588
15-19,Amapá,Ambos,0.1912355982115525,2.209038463701164,0.3262568164424198,0.6737431835575802
20-24,Amapá,Ambos,0.095128116436016,1.1647956285237764,0.9711350412054992,0.0288649587945007
25-29,Amapá,Ambos,0.1214757428172736,1.6065314799693549,-0.3519710572421343,1.3519710572421344
30-34,Amapá,Ambos,0.1472121107351497,1.8198869572982024,0.7502063920382066,0.2497936079617934
35-39,Amapá,Ambos,0.4114561679188273,5.927396548527756,5.250213625432907,-4.250213625432907
40-44,Amapá,Ambos,0.3923618291527914,6.129082010040557,5.529209608533178,-4.529209608533178
45-49,Amapá,Ambos,0.2895805566799222,4.324498887041658,-3.9064785561153768,4.906478556115377
50-54,Amapá,Ambos,0.2819335231183055,4.397651955116983,5.460484867463061,-4.460484867463061
55-59,Amapá,Ambos,0.2465447901458785,3.828926728831304,-3.3888785244596638,4.388878524459663
60-64,Amapá,Ambos,0.2707421263127594,4.962399894807064,-0.94369298935432,1.94369298935432
65-69,Amapá,Ambos,0.2657841647229376,5.752648724745543,1.3630012909069071,-0.3630012909069071
70-74,Amapá,Ambos,0.1911240780191295,4.106768206459313,1.3808073538090762,-0.3808073538090761
75-79,Amapá,Ambos,0.1568755000122298,4.122366326988703,0.6337651972001531,0.3662348027998469
80-84,Amapá,Ambos,0.1262797228721316,3.88819681477725,0.9313730680328076,0.0686269319671923
85-89,Amapá,Ambos,0.1016369152416717,3.7730508311090336,0.2643378752199375,0.7356621247800625
90+,Amapá,Ambos,0.1195102945515025,7.786531752509779,0.6895630643250156,0.3104369356749844
0,Tocantins,Ambos,0.1167732610745905,2.029705095730257,0.4202143441050153,0.5797856558949848
1-4,Tocantins,Ambos,0.197770891635268,2.0372672561352982,4.077985308128585,-3.077985308128585
5-9,Tocantins,Ambos,0.2440568515892208,2.5800860593485955,-2.785215568445616,3.785215568445616
10-14,Tocantins,Ambos,0.1338808906374718,1.2670356438735482,-0.3538281457940844,1.3538281457940844
15-19,Tocantins,Ambos,0.0964190520137767,1.238163075499915,0.3258496702715905,0.6741503297284095
20-24,Tocantins,Ambos,0.1328209865557465,1.7711727674383733,-0.1504552202106013,1.150455220210601
25-29,Tocantins,Ambos,0.0614667478167005,0.7726880292958113,0.8900331167773237,0.1099668832226763
30-34,Tocantins,Ambos,0.1540221343277141,2.099478449132913,-0.4909283577445187,1.4909283577445187
35-39,Tocantins,Ambos,0.2319334397856101,3.2734049003821264,3.9621809636024814,-2.9621809636024823
40-44,Tocantins,Ambos,0.2488754223131077,3.603627154094259,-4.039756164496179,5.039756164496179
45-49,Tocantins,Ambos,0.2911557764398437,4.370813304991978,-5.161264226930596,6.161264226930596
50-54,Tocantins,Ambos,0.1817798349003155,2.4103320024724697,-0.6264706782438091,1.626470678243809
55-59,Tocantins,Ambos,0.2312994700458245,3.9283065417627183,4.419920662113149,-3.4199206621131486
60-64,Tocantins,Ambos,0.1964995315877612,3.0939685501430625,1.18653307284104,-0.1865330728410401
65-69,Tocantins,Ambos,0.2117269354794885,3.912062548907192,3.672382815631006,-2.672382815631006
70-74,Tocantins,Ambos,0.1974712130393485,4.421440228537488,3.716741348042932,-2.716741348042932
75-79,Tocantins,Ambos,0.1356180230899726,3.4902515003928,-2.5884815784672925,3.5884815784672925
80-84,Tocantins,Ambos,0.1348010416045051,4.062837744599438,3.9687816365676736,-2.9687816365676736
85-89,Tocantins,Ambos,0.1516758493891885,6.314691993012237,-2.9773964891139064,3.9773964891139055
90+,Tocantins,Ambos,0.0976679398556789,4.578879541712276,0.2705991600365815,0.7294008399634184
0,Maranhão,Ambos,0.0502471778054965,0.8233199606398987,-0.4182823940107821,1.418282394010782
1-4,Maranhão,Ambos,0.1139323453275176,1.2654518788420124,3.780483642351141,-2.780483642351141
5-9,Maranhão,Ambos,0.0970455705599269,1.1054210217355995,2.531703473653362,-1.531703473653362
10-14,Maranhão,Ambos,0.0755804318200594,0.785123941844452,3.699755175214756,-2.699755175214756
15-19,Maranhão,Ambos,0.1060677807610026,1.3138920045507825,0.7226306334761874,0.2773693665238126
20-24,Maranhão,Ambos,0.0786024002025427,1.0204492413743824,1.0753305219713982,-0.0753305219713982
25-29,Maranhão,Ambos,0.054289010912107,0.7656352139376145,0.418278976042681,0.581721023957319
30-34,Maranhão,Ambos,0.1216174488374564,1.7957551349783674,-0.2961134618317352,1.2961134618317351
35-39,Maranhão,Ambos,0.1550814833820057,2.3639936963138517,-2.9386214933602037,3.9386214933602033
40-44,Maranhão,Ambos,0.1343339530344846,1.99439376201508,-3.569868869024417,4.5698688690244165
45-49,Maranhão,Ambos,0.1319819230696329,1.798145526850712,4.708506637661335,-3.708506637661335
50-54,Maranhão,Ambos,0.2135212664086754,3.435961464420713,3.2033952786716644,-2.2033952786716644
55-59,Maranhão,Ambos,0.1809753054468791,2.875937297854636,1.1204715175476134,-0.1204715175476134
60-64,Maranhão,Ambos,0.1622462183100863,2.735033983412048,-1.5084816962217211,2.5084816962217213
65-69,Maranhão,Ambos,0.141540515145772,2.605452165614905,0.414359929123105,0.585640070876895
70-74,Maranhão,Ambos,0.1276449232401295,2.732431092571576,-0.3964299029515482,1.396429902951548
75-79,Maranhão,Ambos,0.1157883640162012,2.872419130003592,-0.6413452215152456,1.6413452215152455
80-84,Maranhão,Ambos,0.0980369133045883,2.9851697200627214,0.2933025435000957,0.7066974564999042
85-89,Maranhão,Ambos,0.0974405218903393,3.951335242412602,-0.186814036778835,1.1868140367788351
90+,Maranhão,Ambos,0.1574276032748727,14.135395656289376,-4.649245463200434,5.649245463200434
